---TICK-TAG---
*START MEMORY*
UVs: 127, TOs: 0/0, ErrorsOrGF: 1, TTFF: 97
Fixes: 4656, Avg. TTF: 15 s, Avg. HDOP (x10): 13

count,timestamp,lat,lon
418,1646987564,47.74299,8.99899
419,1646987565,47.74299,8.99898
420,1646987566,47.74299,8.99898
421,1646987692,47.74323,8.99894
422,1646987693,47.74307,8.99895
423,1646987694,47.74304,8.99895
424,1646987695,47.74302,8.99895
425,1646987696,47.74302,8.99896
426,1646987697,47.74302,8.99896
427,1646987698,47.74301,8.99895
428,1646987699,47.74301,8.99895
429,1646987700,47.74299,8.99894
430,1646987701,47.74299,8.99894
431,1646987702,47.74299,8.99894
432,1646987703,47.74299,8.99895
433,1646987704,47.74300,8.99895
434,1646987706,47.74300,8.99895
435,1646987707,47.74300,8.99895
436,1646987708,47.74300,8.99895
437,1646987709,47.74299,8.99895
438,1646987710,47.74300,8.99895
439,1646987711,47.74299,8.99895
440,1646987712,47.74300,8.99895
441,1646987846,47.74309,8.99898
442,1646987847,47.74308,8.99899
443,1646987848,47.74299,8.99898
444,1646987850,47.74300,8.99899
445,1646987851,47.74299,8.99898
446,1646987852,47.74299,8.99898
447,1646987853,47.74299,8.99898
448,1646987854,47.74298,8.99898
449,1646987855,47.74298,8.99898
450,1646987856,47.74297,8.99898
451,1646987857,47.74297,8.99897
452,1646987858,47.74296,8.99897
453,1646987859,47.74295,8.99898
454,1646987860,47.74295,8.99898
455,1646987861,47.74294,8.99898
456,1646987862,47.74293,8.99898
457,1646987863,47.74293,8.99898
458,1646987864,47.74292,8.99899
459,1646987865,47.74292,8.99899
460,1646987866,47.74292,8.99898
461,1646987994,47.74297,8.99895
462,1646987995,47.74296,8.99895
463,1646987996,47.74296,8.99895
464,1646987997,47.74295,8.99894
465,1646987998,47.74295,8.99893
466,1646987999,47.74296,8.99893
467,1646988000,47.74296,8.99893
468,1646988001,47.74296,8.99893
469,1646988002,47.74296,8.99893
470,1646988003,47.74296,8.99893
471,1646988004,47.74295,8.99893
472,1646988006,47.74293,8.99893
473,1646988007,47.74292,8.99893
474,1646988008,47.74292,8.99893
475,1646988009,47.74292,8.99894
476,1646988010,47.74291,8.99894
477,1646988011,47.74291,8.99894
478,1646988012,47.74290,8.99894
479,1646988013,47.74290,8.99894
480,1646988014,47.74290,8.99895
481,1646988141,47.74296,8.99897
482,1646988142,47.74293,8.99896
483,1646988143,47.74291,8.99895
484,1646988144,47.74294,8.99894
485,1646988145,47.74293,8.99894
486,1646988146,47.74293,8.99894
487,1646988147,47.74282,8.99895
488,1646988149,47.74281,8.99895
489,1646988150,47.74279,8.99895
490,1646988151,47.74278,8.99895
491,1646988152,47.74277,8.99895
492,1646988153,47.74278,8.99895
493,1646988154,47.74278,8.99895
494,1646988155,47.74277,8.99895
495,1646988156,47.74277,8.99895
496,1646988157,47.74275,8.99895
497,1646988158,47.74275,8.99895
498,1646988159,47.74274,8.99895
499,1646988160,47.74274,8.99895
500,1646988161,47.74273,8.99895
501,1646988288,47.74309,8.99905
502,1646988289,47.74307,8.99905
503,1646988290,47.74305,8.99904
504,1646988291,47.74304,8.99904
505,1646988292,47.74303,8.99903
506,1646988293,47.74303,8.99901
507,1646988294,47.74303,8.99900
508,1646988295,47.74302,8.99900
509,1646988296,47.74302,8.99899
510,1646988297,47.74304,8.99899
511,1646988299,47.74304,8.99899
512,1646988300,47.74303,8.99899
513,1646988301,47.74303,8.99899
514,1646988302,47.74303,8.99899
515,1646988303,47.74302,8.99899
516,1646988304,47.74302,8.99900
517,1646988305,47.74302,8.99900
518,1646988306,47.74301,8.99900
519,1646988307,47.74301,8.99899
520,1646988308,47.74300,8.99900
521,1646988434,47.74273,8.99894
522,1646988435,47.74276,8.99895
523,1646988436,47.74276,8.99895
524,1646988437,47.74277,8.99895
525,1646988438,47.74276,8.99895
526,1646988439,47.74276,8.99894
527,1646988440,47.74277,8.99894
528,1646988441,47.74297,8.99898
529,1646988443,47.74297,8.99898
530,1646988444,47.74299,8.99898
531,1646988445,47.74299,8.99899
532,1646988446,47.74300,8.99899
533,1646988447,47.74300,8.99899
534,1646988448,47.74300,8.99899
535,1646988449,47.74300,8.99899
536,1646988450,47.74300,8.99898
537,1646988451,47.74299,8.99898
538,1646988452,47.74299,8.99898
539,1646988453,47.74299,8.99898
540,1646988454,47.74299,8.99898
541,1646988582,47.74298,8.99897
542,1646988583,47.74300,8.99897
543,1646988584,47.74301,8.99898
544,1646988585,47.74300,8.99896
545,1646988586,47.74298,8.99894
546,1646988587,47.74297,8.99895
547,1646988588,47.74297,8.99895
548,1646988589,47.74296,8.99895
549,1646988590,47.74295,8.99894
550,1646988591,47.74299,8.99895
551,1646988593,47.74299,8.99895
552,1646988594,47.74299,8.99895
553,1646988595,47.74299,8.99895
554,1646988596,47.74299,8.99894
555,1646988597,47.74298,8.99894
556,1646988598,47.74298,8.99894
557,1646988599,47.74298,8.99894
558,1646988600,47.74298,8.99895
