count,timestamp,lat,lon
1,1645859786,47.74297,8.99891
2,1645859820,47.74288,8.99898
3,1645859855,47.74301,8.99887
4,1645859890,47.74307,8.99892
5,1645859926,47.74303,8.99895
6,1645859960,47.74338,8.99882
7,1645859997,47.74300,8.99882
8,1645860032,47.74310,8.99886
9,1645860068,47.74300,8.99890
10,1645860104,47.74302,8.99887
11,1645860142,47.74309,8.99881
12,1645860177,47.74303,8.99894
13,1645860214,47.74288,8.99881
14,1645860252,47.74291,8.99883
15,1645860288,47.74301,8.99888
16,1645860324,47.74310,8.99891
17,1645860360,47.74315,8.99884
18,1645860396,47.74304,8.99893
19,1645860433,47.74300,8.99910
20,1645860472,47.74315,8.99898
21,1645860509,47.74309,8.99893
22,1645860549,47.74311,8.99894
23,1645860588,47.74301,8.99886
24,1645860629,47.74294,8.99883
25,1645860666,47.74310,8.99891
26,1645860701,47.74307,8.99896
27,1645860738,47.74307,8.99894
28,1645860790,47.74298,8.99893
29,1645860841,47.74301,8.99903
30,1645860877,47.74294,8.99898
31,1645860911,47.74306,8.99907
32,1645860948,47.74292,8.99913
33,1645860983,47.74303,8.99893
34,1645861019,47.74299,8.99894
35,1645861056,47.74300,8.99894
36,1645861092,47.74311,8.99893
37,1645861128,47.74299,8.99902
38,1645861164,47.74316,8.99889
39,1645861202,47.74292,8.99890
40,1645861237,47.74311,8.99902
41,1645861273,47.74302,8.99890
42,1645861309,47.74295,8.99892
43,1645861345,47.74299,8.99898
44,1645861382,47.74288,8.99917
45,1645861417,47.74289,8.99909
46,1645861453,47.74281,8.99903
47,1645861488,47.74317,8.99888
48,1645861524,47.74289,8.99914
49,1645861598,47.74301,8.99895
50,1645861644,47.74306,8.99897
51,1645861691,47.74304,8.99885
52,1645861737,47.74307,8.99891
53,1645861783,47.74305,8.99896
54,1645861830,47.74305,8.99895
55,1645861879,47.74295,8.99898
56,1645861929,47.74293,8.99896
57,1645861979,47.74304,8.99891
58,1645862028,47.74326,8.99877
59,1645862080,47.74315,8.99880
60,1645862130,47.74305,8.99890
61,1645862181,47.74316,8.99886
62,1645862237,47.74307,8.99887
63,1645862291,47.74300,8.99896
64,1645862342,47.74314,8.99879
65,1645862392,47.74300,8.99897
66,1645862443,47.74300,8.99893
67,1645862501,47.74307,8.99877
68,1645862563,47.74324,8.99874
69,1645862623,47.74320,8.99874
70,1645862681,47.74329,8.99865
71,1645862735,47.74306,8.99881
72,1645862791,47.74296,8.99886
73,1645862825,47.74324,8.99888
74,1645862860,47.74231,8.99952
75,1645862895,47.74296,8.99905
76,1645862935,47.74305,8.99901
77,1645862977,47.74294,8.99899
78,1645863013,47.74235,8.99937
79,1645863048,47.74280,8.99897
80,1645863091,47.74276,8.99897
81,1645863133,47.74283,8.99887
82,1645863175,47.74307,8.99891
83,1645863218,47.74297,8.99897
84,1645863263,47.74293,8.99910
85,1645863301,47.74275,8.99935
86,1645863338,47.74266,8.99938
87,1645863374,47.74308,8.99906
88,1645863415,47.74321,8.99902
89,1645863461,47.74309,8.99902
90,1645863505,47.74300,8.99911
91,1645863548,47.74296,8.99898
92,1645863595,47.74303,8.99896
93,1645863636,47.74314,8.99894
94,1645863677,47.74286,8.99918
95,1645863721,47.74306,8.99899
96,1645863767,47.74274,8.99900
97,1645863803,47.74358,8.99838
98,1645863843,47.74320,8.99877
99,1645863882,47.74307,8.99892
100,1645863921,47.74317,8.99887
101,1645863962,47.74294,8.99912
102,1645864005,47.74287,8.99907
103,1645864052,47.74316,8.99889
104,1645864093,47.74277,8.99928
105,1645864135,47.74296,8.99897
106,1645864175,47.74298,8.99897
107,1645864214,47.74308,8.99880
108,1645864254,47.74295,8.99896
109,1645864295,47.74291,8.99908
110,1645864342,47.74292,8.99905
111,1645864387,47.74289,8.99909
112,1645864430,47.74304,8.99900
113,1645864469,47.74294,8.99908
114,1645864507,47.74296,8.99897
115,1645864545,47.74317,8.99870
116,1645864586,47.74308,8.99892
117,1645864625,47.74308,8.99875
118,1645864666,47.74319,8.99855
119,1645864706,47.74313,8.99877
120,1645864753,47.74292,8.99890
121,1645864795,47.74299,8.99895
122,1645864831,47.74303,8.99904
123,1645864867,47.74291,8.99926
124,1645864903,47.74292,8.99921
125,1645864939,47.74289,8.99924
126,1645864977,47.74292,8.99930
127,1645865014,47.74289,8.99924
128,1645865050,47.74287,8.99937
129,1645865096,47.74300,8.99892
130,1645865140,47.74303,8.99894
131,1645865196,47.74302,8.99897
132,1645865237,47.74305,8.99914
133,1645865291,47.74299,8.99889
134,1645865335,47.74301,8.99907
135,1645865388,47.74306,8.99901
136,1645865442,47.74299,8.99900
137,1645865485,47.74308,8.99901
138,1645865523,47.74308,8.99881
139,1645865562,47.74303,8.99905
140,1645865606,47.74305,8.99896
141,1645865648,47.74300,8.99890
142,1645865694,47.74341,8.99787
143,1645865736,47.74339,8.99797
144,1645865780,47.74302,8.99897
145,1645865827,47.74301,8.99901
146,1645865863,47.74319,8.99868
147,1645865898,47.74301,8.99894
148,1645865934,47.74302,8.99887
149,1645865972,47.74299,8.99895
150,1645866010,47.74314,8.99910
151,1645866051,47.74309,8.99898
152,1645866100,47.74304,8.99897
153,1645866144,47.74305,8.99871
154,1645866194,47.74300,8.99880
155,1645866235,47.74296,8.99873
156,1645866277,47.74291,8.99911
157,1645866319,47.74301,8.99893
158,1645866360,47.74294,8.99928
159,1645866403,47.74304,8.99890
160,1645866449,47.74297,8.99873
161,1645866496,47.74299,8.99879
162,1645866564,47.74296,8.99900
163,1645866609,47.74308,8.99899
164,1645866664,47.74302,8.99903
165,1645866720,47.74304,8.99901
166,1645866762,47.74282,8.99892
167,1645866799,47.74329,8.99917
168,1645866837,47.74294,8.99906
169,1645866876,47.74295,8.99896
170,1645866913,47.74307,8.99916
171,1645866951,47.74322,8.99908
172,1645866991,47.74318,8.99903
173,1645867032,47.74312,8.99909
174,1645867073,47.74310,8.99899
175,1645867113,47.74306,8.99895
176,1645867154,47.74313,8.99899
177,1645867194,47.74310,8.99901
178,1645867235,47.74315,8.99917
179,1645867270,47.74305,8.99903
180,1645867310,47.74314,8.99894
181,1645867349,47.74308,8.99897
182,1645867391,47.74306,8.99900
183,1645867431,47.74315,8.99897
184,1645867476,47.74326,8.99902
185,1645867519,47.74305,8.99902
186,1645867562,47.74307,8.99910
187,1645867603,47.74300,8.99896
188,1645867646,47.74308,8.99902
189,1645867687,47.74303,8.99900
190,1645867727,47.74328,8.99902
191,1645867769,47.74297,8.99912
192,1645867810,47.74312,8.99888
193,1645867850,47.74305,8.99884
194,1645867892,47.74302,8.99896
195,1645867927,47.74581,8.99851
196,1645867967,47.74326,8.99896
197,1645868004,47.74574,8.99853
198,1645868040,47.74539,8.99823
199,1645868080,47.74290,8.99879
200,1645868120,47.74308,8.99900
201,1645868161,47.74326,8.99898
202,1645868203,47.74304,8.99909
203,1645868245,47.74303,8.99891
204,1645868288,47.74301,8.99905
205,1645868329,47.74299,8.99912
206,1645868372,47.74305,8.99891
207,1645868413,47.74298,8.99895
208,1645868455,47.74302,8.99903
209,1645868491,47.74307,8.99923
210,1645868526,47.74301,8.99906
211,1645868567,47.74322,8.99896
212,1645868608,47.74314,8.99905
213,1645868653,47.74306,8.99887
214,1645868690,47.74511,8.99785
215,1645868731,47.74299,8.99918
216,1645868773,47.74297,8.99923
217,1645868815,47.74298,8.99914
218,1645868852,47.74495,8.99735
219,1645868888,47.74508,8.99753
220,1645868926,47.74501,8.99740
221,1645868963,47.74498,8.99730
222,1645869008,47.74301,8.99914
223,1645869045,47.74303,8.99902
224,1645869089,47.74313,8.99893
225,1645869133,47.74298,8.99902
226,1645869175,47.74300,8.99905
227,1645869214,47.74303,8.99915
228,1645869252,47.74301,8.99896
229,1645869295,47.74303,8.99881
230,1645869335,47.74304,8.99880
231,1645869379,47.74297,8.99938
232,1645869420,47.74305,8.99915
233,1645869463,47.74296,8.99934
234,1645869505,47.74299,8.99916
235,1645869547,47.74301,8.99909
236,1645869589,47.74301,8.99902
237,1645869635,47.74301,8.99896
238,1645869679,47.74299,8.99912
239,1645869724,47.74298,8.99917
240,1645869769,47.74304,8.99897
241,1645869811,47.74313,8.99856
242,1645869854,47.74287,8.99939
243,1645869894,47.74322,8.99919
244,1645869936,47.74315,8.99892
245,1645869980,47.74291,8.99933
246,1645870043,47.74292,8.99933
247,1645870093,47.74305,8.99870
248,1645870143,47.74309,8.99867
249,1645870201,47.74302,8.99900
250,1645878305,47.74330,8.99908
251,1645878340,47.74342,8.99919
252,1645878375,47.74288,8.99892
253,1645878411,47.74323,8.99905
254,1645878445,47.74298,8.99904
255,1645878481,47.74306,8.99904
256,1645878516,47.74310,8.99902
257,1645878549,47.74312,8.99905
258,1645878583,47.74308,8.99911
259,1645878617,47.74297,8.99900
260,1645878652,47.74314,8.99912
261,1645878686,47.74306,8.99920
262,1645878719,47.74310,8.99905
263,1645878755,47.74313,8.99901
264,1645878788,47.74291,8.99904
265,1645878823,47.74320,8.99901
266,1645878857,47.74301,8.99899
267,1645878891,47.74298,8.99903
268,1645878925,47.74307,8.99909
269,1645878960,47.74304,8.99904
270,1645878994,47.74310,8.99905
271,1645879027,47.74313,8.99888
272,1645879061,47.74303,8.99899
273,1645879095,47.74299,8.99902
274,1645879130,47.74308,8.99917
275,1645879166,47.74309,8.99901
276,1645879201,47.74302,8.99899
277,1645879236,47.74321,8.99901
278,1645879271,47.74328,8.99904
279,1645879307,47.74306,8.99907
280,1645879342,47.74314,8.99917
281,1645879377,47.74327,8.99922
282,1645879413,47.74307,8.99906
283,1645879447,47.74319,8.99905
284,1645879481,47.74312,8.99919
285,1645879516,47.74316,8.99908
286,1645879550,47.74306,8.99897
287,1645879587,47.74305,8.99908
288,1645879622,47.74300,8.99908
289,1645879656,47.74298,8.99910
290,1645879689,47.74309,8.99904
291,1645879723,47.74253,8.99880
292,1645879758,47.74313,8.99903
293,1645879793,47.74309,8.99904
294,1645879829,47.74317,8.99915
295,1645879864,47.74301,8.99906
296,1645879898,47.74308,8.99901
297,1645879934,47.74306,8.99910
298,1645879968,47.74305,8.99910
299,1645880001,47.74274,8.99930
300,1645880036,47.74281,8.99913
301,1645880070,47.74310,8.99901
302,1645880104,47.74307,8.99903
303,1645880140,47.74310,8.99900
304,1645880175,47.74315,8.99902
305,1645880209,47.74306,8.99905
306,1645880245,47.74298,8.99900
307,1645880282,47.74319,8.99904
308,1645880320,47.74313,8.99902
309,1645880356,47.74277,8.99904
