---TICK-TAG---
*START MEMORY*
UVs: 47, TOs: 0/0, ErrorsOrGF: 0, TTFF: 110
Fixes: 7075, Avg. TTF: 7 s, Avg. HDOP (x10): 14

count,timestamp,lat,lon
508,1646817940,47.75398,8.99067
509,1646817941,47.75400,8.99068
510,1646817942,47.75402,8.99070
511,1646817961,47.75435,8.99099
512,1646817962,47.75437,8.99094
513,1646817963,47.75436,8.99094
514,1646817964,47.75435,8.99094
515,1646817965,47.75434,8.99094
516,1646817966,47.75433,8.99095
517,1646817967,47.75432,8.99097
518,1646817968,47.75433,8.99096
519,1646817969,47.75435,8.99096
520,1646817970,47.75437,8.99096
521,1646817991,47.75464,8.99129
522,1646817992,47.75458,8.99133
523,1646817993,47.75459,8.99137
524,1646817994,47.75462,8.99137
525,1646817995,47.75465,8.99136
526,1646817996,47.75466,8.99139
527,1646817997,47.75467,8.99140
528,1646817998,47.75470,8.99141
529,1646818000,47.75473,8.99143
530,1646818001,47.75474,8.99144
531,1646818022,47.75479,8.99160
532,1646818024,47.75478,8.99163
533,1646818025,47.75477,8.99165
534,1646818026,47.75475,8.99167
535,1646818027,47.75475,8.99167
536,1646818028,47.75474,8.99168
537,1646818029,47.75474,8.99169
538,1646818030,47.75472,8.99171
539,1646818031,47.75471,8.99175
540,1646818032,47.75471,8.99177
541,1646818051,47.75456,8.99212
542,1646818052,47.75455,8.99214
543,1646818053,47.75453,8.99217
544,1646818054,47.75451,8.99220
545,1646818055,47.75447,8.99223
546,1646818056,47.75444,8.99225
547,1646818057,47.75443,8.99226
548,1646818058,47.75439,8.99229
549,1646818059,47.75436,8.99232
550,1646818060,47.75434,8.99234
551,1646818080,47.75428,8.99248
552,1646818081,47.75424,8.99261
553,1646818082,47.75422,8.99264
554,1646818083,47.75421,8.99266
555,1646818084,47.75419,8.99269
556,1646818085,47.75419,8.99270
557,1646818086,47.75419,8.99272
558,1646818087,47.75418,8.99273
559,1646818088,47.75419,8.99274
560,1646818089,47.75418,8.99276
561,1646818109,47.75394,8.99323
562,1646818110,47.75392,8.99324
563,1646818111,47.75392,8.99326
564,1646818112,47.75393,8.99327
565,1646818113,47.75394,8.99328
566,1646818114,47.75394,8.99329
