6773 $PQFLP,W,1,0*21
$GPRMC,235942.800,V,,,,,0.00,0.00,050180,,,N*42

2798 $GPRMC,235943.800,V,,,,,0.00,0.00,050180,,,N*43
$GPGGA,235943.800,,,,,0,0,,,M,,M,,*4A

3798 $GPRMC,235944.799,V,,,,,0.00,0.00,050180,,,N*4B
$GPGGA,235944.799,,,,,0,0,,,M,,M,,*42

4796 $GPRMC,235945.799,V,,,,,0.00,0.00,050180,,,N*4A
$GPGGA,235945.799,,,,,0,0,,,M,,M,,*43

---TICK-TAG---
***START MEMORY***
UVs: 253, TOs: 0/0, ErrorsOrGF: 1, TTFF: 74
Fixes: 2113, Avg. time to fix: 0 s, Avg. HDOP (x10): 10

count,timestamp,lat,lon
737,1645635432,47.74305,8.99897
738,1645635437,47.74305,8.99897
739,1645635442,47.74305,8.99897
740,1645635447,47.74305,8.99898
741,1645635452,47.74304,8.99899
742,1645635457,47.74304,8.99899
743,1645635462,47.74304,8.99898
744,1645635467,47.74303,8.99899
745,1645635472,47.74303,8.99899
746,1645635477,47.74302,8.99899
747,1645635482,47.74302,8.99899
748,1645635487,47.74302,8.99899
749,1645635492,47.74301,8.99899
750,1645635497,47.74301,8.99899
751,1645635502,47.74301,8.99899
752,1645635507,47.74301,8.99899
753,1645635512,47.74301,8.99899
754,1645635517,47.74301,8.99899
755,1645635522,47.74302,8.99898
756,1645635527,47.74302,8.99898
757,1645635532,47.74302,8.99898
758,1645635537,47.74302,8.99898
759,1645635542,47.74302,8.99898
760,1645635547,47.74302,8.99897
761,1645635552,47.74302,8.99897
762,1645635557,47.74303,8.99897
763,1645635562,47.74304,8.99896
764,1645635567,47.74304,8.99896
765,1645635572,47.74304,8.99896
766,1645635577,47.74304,8.99897
767,1645635582,47.74305,8.99897
768,1645635587,47.74305,8.99897
769,1645635592,47.74306,8.99897
770,1645635597,47.74306,8.99897
771,1645635602,47.74306,8.99898
772,1645635607,47.74307,8.99898
773,1645635612,47.74307,8.99898
774,1645635617,47.74307,8.99898
775,1645635622,47.74307,8.99898
776,1645635627,47.74306,8.99899
777,1645635632,47.74306,8.99899
778,1645635637,47.74307,8.99899
779,1645635642,47.74307,8.99899
780,1645635647,47.74307,8.99899
781,1645635652,47.74307,8.99899
782,1645635657,47.74307,8.99899
783,1645635662,47.74307,8.99899
784,1645635667,47.74307,8.99899
785,1645635672,47.74307,8.99899
786,1645635677,47.74307,8.99899
787,1645635682,47.74307,8.99899
788,1645635687,47.74307,8.99899
789,1645635692,47.74307,8.99899
790,1645635697,47.74307,8.99899
791,1645635702,47.74307,8.99899
792,1645635707,47.74307,8.99899
793,1645635712,47.74307,8.99899
794,1645635717,47.74307,8.99899
795,1645635722,47.74307,8.99899
796,1645635727,47.74307,8.99899
797,1645635732,47.74307,8.99900
798,1645635737,47.74307,8.99900
799,1645635742,47.74307,8.99900
800,1645635747,47.74307,8.99900
801,1645635752,47.74307,8.99900
802,1645635757,47.74306,8.99900
803,1645635762,47.74306,8.99900
804,1645635767,47.74306,8.99900
805,1645635772,47.74306,8.99900
806,1645635777,47.74306,8.99900
807,1645635782,47.74306,8.99900
808,1645635787,47.74306,8.99900
809,1645635792,47.74306,8.99900
810,1645635797,47.74306,8.99900
811,1645635802,47.74306,8.99900
812,1645635807,47.74306,8.99900
813,1645635812,47.74306,8.99900
814,1645635817,47.74306,8.99900
815,1645635822,47.74306,8.99900
816,1645635827,47.74306,8.99900
817,1645635832,47.74306,8.99900
818,1645635837,47.74306,8.99900
819,1645635842,47.74306,8.99900
820,1645635847,47.74306,8.99900
821,1645635852,47.74306,8.99901
822,1645635857,47.74306,8.99901
823,1645635862,47.74306,8.99901
824,1645635867,47.74305,8.99900
825,1645635872,47.74305,8.99900
826,1645635877,47.74305,8.99900
827,1645635882,47.74305,8.99900
828,1645635887,47.74305,8.99900
829,1645635892,47.74305,8.99900
830,1645635897,47.74305,8.99900
831,1645635902,47.74305,8.99900
832,1645635907,47.74305,8.99900
833,1645635912,47.74305,8.99900
834,1645635917,47.74305,8.99900
835,1645635922,47.74305,8.99900
836,1645635927,47.74305,8.99900
837,1645635932,47.74305,8.99900
838,1645635937,47.74305,8.99900
839,1645635942,47.74305,8.99900
840,1645635947,47.74305,8.99900
841,1645635952,47.74305,8.99900
842,1645635957,47.74305,8.99900
843,1645635962,47.74305,8.99900
844,1645635967,47.74305,8.99900
845,1645635972,47.74305,8.99900
846,1645635977,47.74305,8.99900
847,1645635982,47.74305,8.99900
848,1645635987,47.74305,8.99900
849,1645635992,47.74305,8.99900
850,1645635997,47.74305,8.99900
851,1645636002,47.74305,8.99900
852,1645636007,47.74305,8.99900
853,1645636012,47.74305,8.99900
854,1645636017,47.74305,8.99900
855,1645636022,47.74305,8.99900
856,1645636027,47.74305,8.99900
857,1645636032,47.74305,8.99900
858,1645636037,47.74305,8.99900
859,1645636042,47.74305,8.99900
860,1645636047,47.74305,8.99900
861,1645636052,47.74305,8.99900
862,1645636057,47.74305,8.99900
863,1645636062,47.74305,8.99900
864,1645636067,47.74305,8.99900
865,1645636072,47.74305,8.99900
866,1645636077,47.74305,8.99900
867,1645636082,47.74305,8.99900
868,1645636087,47.74305,8.99900
869,1645636092,47.74305,8.99900
870,1645636097,47.74305,8.99900
871,1645636102,47.74305,8.99900
872,1645636107,47.74305,8.99900
873,1645636112,47.74305,8.99900
874,1645636117,47.74305,8.99900
875,1645636122,47.74305,8.99900
876,1645636127,47.74305,8.99900
877,1645636132,47.74305,8.99900
878,1645636137,47.74305,8.99900
879,1645636142,47.74305,8.99900
880,1645636147,47.74305,8.99900
881,1645636152,47.74305,8.99900
882,1645636157,47.74305,8.99900
883,1645636162,47.74305,8.99900
884,1645636167,47.74305,8.99900
885,1645636172,47.74305,8.99900
886,1645636177,47.74305,8.99900
887,1645636182,47.74305,8.99900
888,1645636187,47.74305,8.99900
889,1645636192,47.74305,8.99900
890,1645636197,47.74305,8.99900
891,1645636202,47.74305,8.99900
892,1645636207,47.74305,8.99900
893,1645636212,47.74305,8.99900
894,1645636217,47.74305,8.99900
895,1645636222,47.74305,8.99900
896,1645636227,47.74305,8.99900
897,1645636232,47.74305,8.99901
898,1645636237,47.74305,8.99900
899,1645636242,47.74305,8.99900
900,1645636247,47.74305,8.99901
901,1645636252,47.74305,8.99902
902,1645636257,47.74305,8.99902
903,1645636262,47.74305,8.99902
904,1645636267,47.74305,8.99902
905,1645636272,47.74305,8.99902
906,1645636277,47.74305,8.99902
907,1645636282,47.74305,8.99902
908,1645636287,47.74305,8.99902
909,1645636292,47.74305,8.99902
910,1645636297,47.74305,8.99902
911,1645636302,47.74305,8.99902
912,1645636307,47.74305,8.99902
913,1645636312,47.74306,8.99902
914,1645636317,47.74306,8.99902
915,1645636322,47.74306,8.99902
916,1645636327,47.74306,8.99902
917,1645636332,47.74306,8.99903
918,1645636337,47.74305,8.99902
919,1645636342,47.74305,8.99900
920,1645636347,47.74305,8.99898
921,1645636352,47.74304,8.99897
922,1645636357,47.74305,8.99896
923,1645636362,47.74305,8.99896
924,1645636367,47.74305,8.99896
925,1645636372,47.74305,8.99896
926,1645636377,47.74305,8.99896
927,1645636382,47.74304,8.99896
928,1645636387,47.74304,8.99896
929,1645636392,47.74304,8.99896
930,1645636397,47.74304,8.99896
931,1645636402,47.74304,8.99896
932,1645636407,47.74304,8.99896
933,1645636412,47.74304,8.99896
934,1645636417,47.74304,8.99896
935,1645636422,47.74304,8.99896
936,1645636427,47.74304,8.99896
937,1645636432,47.74304,8.99896
938,1645636437,47.74304,8.99896
939,1645636442,47.74304,8.99896
940,1645636447,47.74304,8.99896
941,1645636452,47.74304,8.99896
942,1645636457,47.74304,8.99896
943,1645636462,47.74304,8.99896
944,1645636467,47.74304,8.99896
945,1645636472,47.74304,8.99896
946,1645636477,47.74304,8.99896
947,1645636482,47.74304,8.99896
948,1645636487,47.74304,8.99896
949,1645636492,47.74304,8.99896
950,1645636497,47.74304,8.99896
951,1645636502,47.74304,8.99896
952,1645636507,47.74304,8.99896
953,1645636512,47.74304,8.99896
954,1645636517,47.74304,8.99896
955,1645636522,47.74304,8.99896
956,1645636527,47.74304,8.99896
957,1645636532,47.74304,8.99896
958,1645636537,47.74304,8.99896
959,1645636542,47.74304,8.99896
960,1645636547,47.74304,8.99896
961,1645636552,47.74304,8.99896
962,1645636557,47.74304,8.99896
963,1645636562,47.74304,8.99896
964,1645636567,47.74304,8.99896
965,1645636572,47.74304,8.99896
966,1645636577,47.74304,8.99896
967,1645636582,47.74304,8.99896
968,1645636587,47.74304,8.99896
969,1645636592,47.74304,8.99896
970,1645636597,47.74304,8.99896
971,1645636602,47.74304,8.99896
972,1645636607,47.74304,8.99896
973,1645636612,47.74304,8.99896
974,1645636617,47.74304,8.99896
975,1645636622,47.74304,8.99896
976,1645636627,47.74304,8.99896
977,1645636632,47.74304,8.99896
978,1645636637,47.74304,8.99896
979,1645636642,47.74305,8.99896
980,1645636647,47.74305,8.99896
981,1645636652,47.74305,8.99896
982,1645636657,47.74305,8.99896
983,1645636662,47.74305,8.99896
984,1645636667,47.74305,8.99896
985,1645636672,47.74305,8.99896
986,1645636677,47.74305,8.99896
987,1645636682,47.74305,8.99896
988,1645636687,47.74305,8.99896
989,1645636692,47.74305,8.99896
990,1645636697,47.74305,8.99896
991,1645636702,47.74305,8.99896
992,1645636707,47.74305,8.99896
993,1645636712,47.74305,8.99896
994,1645636717,47.74305,8.99896
995,1645636722,47.74305,8.99896
996,1645636727,47.74305,8.99896
997,1645636732,47.74305,8.99896
998,1645636737,47.74305,8.99896
999,1645636742,47.74305,8.99896
1000,1645636747,47.74305,8.99896
1001,1645636752,47.74305,8.99896
1002,1645636757,47.74305,8.99896
1003,1645636762,47.74305,8.99896
1004,1645636767,47.74305,8.99896
1005,1645636772,47.74305,8.99896
1006,1645636777,47.74305,8.99896
1007,1645636782,47.74304,8.99896
1008,1645636787,47.74305,8.99896
1009,1645636792,47.74305,8.99896
1010,1645636797,47.74305,8.99896
1011,1645636802,47.74305,8.99896
1012,1645636807,47.74305,8.99896
1013,1645636812,47.74305,8.99896
1014,1645636817,47.74305,8.99896
1015,1645636822,47.74305,8.99896
1016,1645636827,47.74305,8.99896
1017,1645636832,47.74305,8.99896
1018,1645636837,47.74305,8.99896
1019,1645636842,47.74305,8.99896
1020,1645636847,47.74305,8.99896
1021,1645636852,47.74305,8.99896
1022,1645636857,47.74305,8.99896
1023,1645636862,47.74305,8.99896
1024,1645636867,47.74305,8.99896
1025,1645636872,47.74305,8.99896
1026,1645636877,47.74305,8.99896
1027,1645636882,47.74305,8.99896
1028,1645636887,47.74305,8.99896
1029,1645636892,47.74305,8.99896
1030,1645636897,47.74305,8.99896
1031,1645636902,47.74305,8.99896
1032,1645636907,47.74305,8.99896
1033,1645636912,47.74305,8.99896
1034,1645636917,47.74305,8.99896
1035,1645636922,47.74305,8.99896
1036,1645636927,47.74305,8.99896
1037,1645636932,47.74305,8.99896
1038,1645636937,47.74305,8.99896
1039,1645636942,47.74305,8.99896
1040,1645636947,47.74305,8.99896
1041,1645636952,47.74305,8.99896
1042,1645636957,47.74305,8.99896
1043,1645636962,47.74306,8.99896
1044,1645636967,47.74306,8.99896
1045,1645636972,47.74306,8.99896
1046,1645636977,47.74306,8.99896
1047,1645636982,47.74306,8.99896
1048,1645636987,47.74306,8.99896
1049,1645636992,47.74306,8.99896
1050,1645636997,47.74306,8.99896
1051,1645637002,47.74306,8.99896
1052,1645637007,47.74306,8.99896
1053,1645637012,47.74306,8.99897
1054,1645637017,47.74306,8.99897
1055,1645637022,47.74306,8.99897
1056,1645637027,47.74306,8.99897
1057,1645637032,47.74306,8.99897
1058,1645637037,47.74307,8.99898
1059,1645637042,47.74307,8.99898
1060,1645637047,47.74307,8.99898
1061,1645637052,47.74307,8.99898
1062,1645637057,47.74308,8.99899
1063,1645637062,47.74308,8.99899
1064,1645637067,47.74308,8.99899
1065,1645637072,47.74308,8.99899
1066,1645637077,47.74308,8.99899
1067,1645637082,47.74308,8.99899
1068,1645637087,47.74308,8.99899
1069,1645637092,47.74308,8.99899
1070,1645637097,47.74308,8.99899
1071,1645637102,47.74308,8.99899
1072,1645637107,47.74308,8.99899
1073,1645637112,47.74308,8.99899
1074,1645637117,47.74308,8.99899
1075,1645637122,47.74308,8.99899
1076,1645637127,47.74308,8.99899
1077,1645637132,47.74308,8.99899
1078,1645637137,47.74308,8.99899
1079,1645637142,47.74308,8.99899
1080,1645637147,47.74308,8.99899
1081,1645637152,47.74308,8.99899
1082,1645637157,47.74308,8.99899
1083,1645637162,47.74308,8.99899
1084,1645637167,47.74308,8.99899
1085,1645637172,47.74308,8.99899
1086,1645637177,47.74308,8.99899
1087,1645637182,47.74308,8.99899
1088,1645637187,47.74308,8.99899
1089,1645637192,47.74308,8.99899
1090,1645637197,47.74308,8.99899
1091,1645637202,47.74308,8.99899
1092,1645637207,47.74308,8.99899
1093,1645637212,47.74309,8.99900
1094,1645637217,47.74310,8.99900
1095,1645637222,47.74310,8.99900
1096,1645637227,47.74310,8.99900
1097,1645637232,47.74310,8.99900
1098,1645637237,47.74310,8.99900
1099,1645637242,47.74309,8.99899
1100,1645637247,47.74309,8.99899
1101,1645637252,47.74308,8.99899
1102,1645637257,47.74308,8.99899
1103,1645637262,47.74308,8.99899
1104,1645637267,47.74309,8.99899
1105,1645637272,47.74309,8.99899
1106,1645637277,47.74309,8.99899
1107,1645637282,47.74309,8.99899
1108,1645637287,47.74309,8.99899
1109,1645637292,47.74309,8.99899
1110,1645637297,47.74309,8.99899
1111,1645637302,47.74309,8.99899
1112,1645637307,47.74309,8.99899
1113,1645637312,47.74309,8.99899
1114,1645637317,47.74309,8.99899
1115,1645637322,47.74309,8.99899
1116,1645637327,47.74309,8.99899
1117,1645637332,47.74309,8.99899
1118,1645637337,47.74309,8.99899
1119,1645637342,47.74309,8.99899
1120,1645637347,47.74309,8.99899
1121,1645637352,47.74309,8.99899
1122,1645637357,47.74308,8.99899
1123,1645637362,47.74308,8.99898
1124,1645637367,47.74308,8.99898
1125,1645637372,47.74308,8.99898
1126,1645637377,47.74308,8.99898
1127,1645637382,47.74308,8.99898
1128,1645637387,47.74308,8.99898
1129,1645637392,47.74308,8.99898
1130,1645637397,47.74308,8.99898
1131,1645637402,47.74308,8.99898
1132,1645637407,47.74308,8.99898
1133,1645637412,47.74308,8.99898
1134,1645637417,47.74308,8.99898
1135,1645637422,47.74308,8.99898
1136,1645637427,47.74308,8.99898
1137,1645637432,47.74308,8.99898
1138,1645637437,47.74308,8.99898
1139,1645637442,47.74308,8.99898
1140,1645637447,47.74308,8.99898
1141,1645637452,47.74308,8.99898
1142,1645637457,47.74308,8.99898
1143,1645637462,47.74308,8.99898
1144,1645637467,47.74308,8.99898
1145,1645637472,47.74308,8.99898
1146,1645637477,47.74308,8.99898
1147,1645637482,47.74308,8.99898
1148,1645637487,47.74308,8.99898
1149,1645637492,47.74308,8.99898
1150,1645637497,47.74308,8.99898
1151,1645637502,47.74308,8.99898
1152,1645637507,47.74308,8.99898
1153,1645637512,47.74308,8.99898
1154,1645637517,47.74308,8.99898
1155,1645637522,47.74308,8.99898
1156,1645637527,47.74308,8.99898
1157,1645637532,47.74308,8.99898
1158,1645637537,47.74308,8.99898
1159,1645637542,47.74308,8.99898
1160,1645637547,47.74308,8.99898
1161,1645637552,47.74308,8.99898
1162,1645637557,47.74308,8.99898
1163,1645637562,47.74308,8.99898
1164,1645637567,47.74308,8.99898
1165,1645637572,47.74308,8.99898
1166,1645637577,47.74308,8.99898
1167,1645637582,47.74308,8.99898
1168,1645637587,47.74308,8.99898
1169,1645637592,47.74308,8.99898
1170,1645637597,47.74308,8.99898
1171,1645637602,47.74308,8.99898
1172,1645637607,47.74308,8.99899
1173,1645637612,47.74309,8.99901
1174,1645637617,47.74309,8.99901
1175,1645637622,47.74309,8.99901
1176,1645637627,47.74309,8.99901
1177,1645637632,47.74309,8.99901
1178,1645637637,47.74309,8.99901
1179,1645637642,47.74309,8.99901
1180,1645637647,47.74309,8.99901
1181,1645637652,47.74309,8.99901
1182,1645637657,47.74309,8.99901
1183,1645637662,47.74309,8.99901
1184,1645637667,47.74309,8.99900
1185,1645637672,47.74308,8.99900
1186,1645637677,47.74308,8.99900
1187,1645637682,47.74308,8.99900
1188,1645637687,47.74307,8.99900
1189,1645637692,47.74307,8.99900
1190,1645637697,47.74306,8.99900
1191,1645637702,47.74306,8.99900
1192,1645637707,47.74306,8.99900
1193,1645637712,47.74306,8.99900
1194,1645637717,47.74306,8.99899
1195,1645637722,47.74306,8.99899
1196,1645637727,47.74306,8.99900
1197,1645637732,47.74307,8.99899
1198,1645637737,47.74307,8.99899
1199,1645637742,47.74307,8.99899
1200,1645637747,47.74307,8.99899
1201,1645637752,47.74307,8.99899
1202,1645637757,47.74307,8.99899
1203,1645637762,47.74307,8.99899
1204,1645637767,47.74306,8.99900
1205,1645637772,47.74306,8.99900
1206,1645637777,47.74305,8.99900
1207,1645637782,47.74305,8.99899
1208,1645637787,47.74306,8.99899
1209,1645637792,47.74306,8.99899
1210,1645637797,47.74306,8.99898
1211,1645637802,47.74306,8.99897
1212,1645637807,47.74306,8.99897
1213,1645637812,47.74306,8.99897
1214,1645637817,47.74306,8.99897
1215,1645637822,47.74306,8.99897
1216,1645637827,47.74306,8.99897
1217,1645637832,47.74306,8.99897
1218,1645637837,47.74306,8.99897
1219,1645637842,47.74306,8.99897
1220,1645637847,47.74306,8.99897
1221,1645637852,47.74306,8.99897
1222,1645637857,47.74306,8.99898
1223,1645637862,47.74306,8.99898
1224,1645637867,47.74306,8.99898
1225,1645637872,47.74306,8.99898
1226,1645637877,47.74306,8.99898
1227,1645637882,47.74306,8.99898
1228,1645637887,47.74306,8.99898
1229,1645637892,47.74306,8.99898
1230,1645637897,47.74306,8.99898
1231,1645637902,47.74306,8.99898
1232,1645637907,47.74306,8.99898
1233,1645637912,47.74306,8.99898
1234,1645637917,47.74306,8.99898
1235,1645637922,47.74306,8.99898
1236,1645637927,47.74306,8.99898
1237,1645637932,47.74306,8.99898
1238,1645637937,47.74306,8.99898
1239,1645637942,47.74306,8.99899
1240,1645637947,47.74307,8.99900
1241,1645637952,47.74307,8.99902
1242,1645637957,47.74308,8.99902
1243,1645637962,47.74308,8.99902
1244,1645637967,47.74308,8.99902
1245,1645637972,47.74308,8.99902
1246,1645637977,47.74308,8.99902
1247,1645637982,47.74308,8.99902
1248,1645637987,47.74308,8.99902
1249,1645637992,47.74308,8.99902
1250,1645637997,47.74308,8.99902
1251,1645638002,47.74308,8.99902
1252,1645638007,47.74308,8.99902
1253,1645638012,47.74307,8.99902
1254,1645638017,47.74307,8.99902
1255,1645638022,47.74307,8.99902
1256,1645638027,47.74307,8.99902
1257,1645638032,47.74307,8.99902
1258,1645638037,47.74307,8.99902
1259,1645638042,47.74308,8.99902
1260,1645638047,47.74308,8.99902
1261,1645638052,47.74308,8.99902
1262,1645638057,47.74308,8.99902
1263,1645638062,47.74308,8.99902
1264,1645638067,47.74307,8.99902
1265,1645638072,47.74307,8.99902
1266,1645638077,47.74307,8.99902
1267,1645638082,47.74307,8.99902
1268,1645638087,47.74307,8.99902
1269,1645638092,47.74307,8.99902
1270,1645638097,47.74307,8.99902
1271,1645638102,47.74307,8.99902
1272,1645638107,47.74307,8.99902
1273,1645638112,47.74307,8.99902
1274,1645638117,47.74307,8.99902
1275,1645638122,47.74307,8.99902
1276,1645638127,47.74307,8.99902
1277,1645638132,47.74308,8.99902
1278,1645638137,47.74308,8.99902
1279,1645638142,47.74308,8.99902
1280,1645638147,47.74308,8.99902
1281,1645638152,47.74308,8.99902
1282,1645638157,47.74308,8.99902
1283,1645638162,47.74308,8.99902
1284,1645638167,47.74308,8.99902
1285,1645638172,47.74308,8.99902
1286,1645638177,47.74308,8.99902
1287,1645638182,47.74307,8.99902
1288,1645638187,47.74307,8.99902
1289,1645638192,47.74307,8.99902
1290,1645638197,47.74307,8.99902
1291,1645638202,47.74307,8.99902
1292,1645638207,47.74307,8.99902
1293,1645638212,47.74307,8.99902
1294,1645638217,47.74307,8.99902
1295,1645638222,47.74307,8.99902
1296,1645638227,47.74307,8.99902
1297,1645638232,47.74307,8.99902
1298,1645638237,47.74307,8.99902
1299,1645638242,47.74307,8.99902
1300,1645638247,47.74307,8.99902
1301,1645638252,47.74307,8.99902
1302,1645638257,47.74307,8.99902
1303,1645638262,47.74307,8.99902
1304,1645638267,47.74307,8.99902
1305,1645638272,47.74307,8.99902
1306,1645638277,47.74307,8.99902
1307,1645638282,47.74308,8.99902
1308,1645638287,47.74308,8.99902
1309,1645638292,47.74308,8.99902
1310,1645638297,47.74308,8.99902
1311,1645638302,47.74308,8.99902
1312,1645638307,47.74308,8.99902
1313,1645638312,47.74308,8.99902
1314,1645638317,47.74308,8.99902
1315,1645638322,47.74308,8.99902
1316,1645638327,47.74308,8.99902
1317,1645638332,47.74308,8.99902
1318,1645638337,47.74308,8.99902
1319,1645638342,47.74308,8.99902
1320,1645638347,47.74308,8.99902
1321,1645638352,47.74308,8.99902
1322,1645638357,47.74308,8.99902
1323,1645638362,47.74309,8.99902
1324,1645638367,47.74309,8.99901
1325,1645638372,47.74309,8.99902
1326,1645638377,47.74310,8.99902
1327,1645638382,47.74310,8.99901
1328,1645638387,47.74310,8.99901
1329,1645638392,47.74310,8.99901
1330,1645638397,47.74310,8.99901
1331,1645638402,47.74310,8.99901
1332,1645638407,47.74309,8.99901
1333,1645638412,47.74309,8.99901
1334,1645638417,47.74309,8.99901
1335,1645638422,47.74309,8.99901
1336,1645638427,47.74309,8.99901
1337,1645638432,47.74309,8.99901
1338,1645638437,47.74309,8.99901
1339,1645638442,47.74309,8.99901
1340,1645638447,47.74309,8.99901
1341,1645638452,47.74309,8.99901
1342,1645638457,47.74309,8.99900
1343,1645638462,47.74309,8.99900
1344,1645638467,47.74309,8.99900
1345,1645638472,47.74309,8.99900
1346,1645638477,47.74309,8.99900
1347,1645638482,47.74309,8.99900
1348,1645638487,47.74308,8.99900
1349,1645638492,47.74308,8.99900
1350,1645638497,47.74308,8.99900
1351,1645638502,47.74308,8.99900
1352,1645638507,47.74308,8.99900
1353,1645638512,47.74308,8.99900
1354,1645638517,47.74309,8.99900
1355,1645638522,47.74309,8.99900
1356,1645638527,47.74309,8.99900
1357,1645638532,47.74309,8.99900
1358,1645638537,47.74309,8.99900
1359,1645638542,47.74309,8.99900
1360,1645638547,47.74309,8.99900
1361,1645638552,47.74309,8.99899
1362,1645638557,47.74309,8.99899
1363,1645638562,47.74309,8.99900
1364,1645638567,47.74309,8.99899
1365,1645638572,47.74309,8.99899
1366,1645638577,47.74309,8.99900
1367,1645638582,47.74310,8.99900
1368,1645638587,47.74310,8.99901
1369,1645638592,47.74310,8.99902
1370,1645638597,47.74310,8.99902
1371,1645638602,47.74310,8.99902
1372,1645638607,47.74310,8.99902
1373,1645638612,47.74310,8.99902
1374,1645638617,47.74310,8.99902
1375,1645638622,47.74310,8.99902
1376,1645638627,47.74310,8.99902
1377,1645638632,47.74310,8.99902
1378,1645638637,47.74310,8.99902
1379,1645638642,47.74310,8.99902
1380,1645638647,47.74310,8.99902
1381,1645638652,47.74310,8.99902
1382,1645638657,47.74310,8.99902
1383,1645638662,47.74310,8.99902
1384,1645638667,47.74310,8.99902
1385,1645638672,47.74310,8.99902
1386,1645638677,47.74310,8.99902
1387,1645638682,47.74310,8.99902
1388,1645638687,47.74310,8.99902
1389,1645638692,47.74310,8.99902
1390,1645638697,47.74310,8.99902
1391,1645638702,47.74310,8.99902
1392,1645638707,47.74309,8.99902
1393,1645638712,47.74309,8.99902
1394,1645638717,47.74309,8.99902
1395,1645638722,47.74309,8.99902
1396,1645638727,47.74309,8.99902
1397,1645638732,47.74309,8.99902
1398,1645638737,47.74309,8.99902
1399,1645638742,47.74309,8.99902
1400,1645638747,47.74309,8.99902
1401,1645638752,47.74309,8.99902
1402,1645638757,47.74309,8.99902
1403,1645638762,47.74309,8.99902
1404,1645638767,47.74309,8.99902
1405,1645638772,47.74309,8.99902
1406,1645638777,47.74309,8.99902
1407,1645638782,47.74309,8.99902
1408,1645638787,47.74309,8.99902
1409,1645638792,47.74309,8.99902
1410,1645638797,47.74309,8.99902
1411,1645638802,47.74309,8.99902
1412,1645638807,47.74309,8.99902
1413,1645638812,47.74309,8.99901
1414,1645638817,47.74309,8.99901
1415,1645638822,47.74309,8.99901
1416,1645638827,47.74308,8.99902
1417,1645638832,47.74308,8.99902
1418,1645638837,47.74308,8.99902
1419,1645638842,47.74308,8.99902
1420,1645638847,47.74308,8.99902
1421,1645638852,47.74308,8.99902
1422,1645638857,47.74308,8.99901
1423,1645638862,47.74308,8.99901
1424,1645638867,47.74307,8.99901
1425,1645638872,47.74307,8.99901
1426,1645638877,47.74307,8.99901
1427,1645638882,47.74307,8.99901
1428,1645638887,47.74307,8.99901
1429,1645638892,47.74307,8.99901
1430,1645638897,47.74307,8.99901
1431,1645638902,47.74307,8.99901
1432,1645638907,47.74306,8.99901
1433,1645638912,47.74306,8.99900
1434,1645638917,47.74306,8.99900
1435,1645638922,47.74306,8.99900
1436,1645638927,47.74306,8.99900
1437,1645638932,47.74306,8.99900
1438,1645638937,47.74306,8.99900
1439,1645638942,47.74306,8.99900
1440,1645638947,47.74306,8.99900
1441,1645638952,47.74306,8.99900
1442,1645638957,47.74306,8.99900
1443,1645638962,47.74306,8.99900
1444,1645638967,47.74306,8.99900
1445,1645638972,47.74306,8.99900
1446,1645638977,47.74306,8.99900
1447,1645638982,47.74306,8.99900
1448,1645638987,47.74306,8.99900
1449,1645638992,47.74306,8.99900
1450,1645638997,47.74306,8.99900
1451,1645639002,47.74306,8.99900
1452,1645639007,47.74306,8.99900
1453,1645639012,47.74306,8.99900
1454,1645639017,47.74306,8.99900
1455,1645639022,47.74307,8.99900
1456,1645639027,47.74307,8.99900
1457,1645639032,47.74307,8.99900
1458,1645639037,47.74306,8.99900
1459,1645639042,47.74306,8.99900
1460,1645639047,47.74306,8.99900
1461,1645639052,47.74306,8.99900
1462,1645639057,47.74307,8.99900
1463,1645639062,47.74306,8.99900
1464,1645639067,47.74306,8.99900
1465,1645639072,47.74306,8.99900
1466,1645639077,47.74305,8.99899
1467,1645639082,47.74305,8.99899
1468,1645639087,47.74305,8.99899
1469,1645639092,47.74305,8.99899
1470,1645639097,47.74304,8.99899
1471,1645639102,47.74304,8.99899
1472,1645639107,47.74304,8.99899
1473,1645639112,47.74304,8.99899
1474,1645639117,47.74305,8.99899
1475,1645639122,47.74305,8.99899
1476,1645639127,47.74305,8.99899
1477,1645639132,47.74305,8.99899
1478,1645639137,47.74305,8.99899
1479,1645639142,47.74305,8.99899
1480,1645639147,47.74305,8.99899
1481,1645639152,47.74305,8.99899
1482,1645639157,47.74305,8.99899
1483,1645639162,47.74305,8.99899
1484,1645639167,47.74305,8.99899
1485,1645639172,47.74305,8.99899
1486,1645639177,47.74305,8.99899
1487,1645639182,47.74305,8.99899
1488,1645639187,47.74305,8.99899
1489,1645639192,47.74306,8.99899
1490,1645639197,47.74306,8.99899
1491,1645639202,47.74306,8.99899
1492,1645639207,47.74306,8.99899
1493,1645639212,47.74306,8.99899
1494,1645639217,47.74306,8.99899
1495,1645639222,47.74306,8.99899
1496,1645639227,47.74306,8.99899
1497,1645639232,47.74306,8.99899
1498,1645639237,47.74306,8.99899
1499,1645639242,47.74306,8.99899
1500,1645639247,47.74306,8.99899
1501,1645639252,47.74306,8.99899
1502,1645639257,47.74306,8.99899
1503,1645639262,47.74306,8.99899
1504,1645639267,47.74306,8.99899
1505,1645639272,47.74306,8.99899
1506,1645639277,47.74306,8.99899
1507,1645639282,47.74306,8.99899
