6773 $PQFLP,W,1,0*21
$GPRMC,235942.800,V,,,,,0.00,0.00,050180,,,N*42

2798 $GPRMC,235943.800,V,,,,,0.00,0.00,050180,,,N*43
$GPGGA,235943.800,,,,,0,0,,,M,,M,,*4A

3798 $GPRMC,235944.799,V,,,,,0.00,0.00,050180,,,N*4B
$GPGGA,235944.799,,,,,0,0,,,M,,M,,*42

4796 $GPRMC,235945.799,V,,,,,0.00,0.00,050180,,,N*4A
$GPGGA,235945.799,,,,,0,0,,,M,,M,,*43

---TICK-TAG---
***START MEMORY***
UVs: 253, TOs: 0/0, ErrorsOrGF: 1, TTFF: 74
Fixes: 2113, Avg. time to fix: 0 s, Avg. HDOP (x10): 10

count,timestamp,lat,lon
1508,1645639287,47.74306,8.99899
1509,1645639292,47.74306,8.99899
1510,1645639297,47.74306,8.99899
1511,1645639302,47.74306,8.99899
1512,1645639307,47.74306,8.99899
1513,1645639312,47.74306,8.99899
1514,1645639317,47.74306,8.99898
1515,1645639322,47.74306,8.99898
1516,1645639327,47.74306,8.99898
1517,1645639332,47.74306,8.99898
1518,1645639337,47.74306,8.99898
1519,1645639342,47.74306,8.99898
1520,1645639347,47.74306,8.99898
1521,1645639352,47.74306,8.99898
1522,1645639357,47.74306,8.99898
1523,1645639362,47.74306,8.99898
1524,1645639367,47.74306,8.99898
1525,1645639372,47.74307,8.99899
1526,1645639377,47.74307,8.99899
1527,1645639382,47.74307,8.99899
1528,1645639387,47.74308,8.99899
1529,1645639392,47.74308,8.99899
1530,1645639397,47.74308,8.99899
1531,1645639402,47.74308,8.99899
1532,1645639407,47.74309,8.99900
1533,1645639412,47.74309,8.99900
1534,1645639417,47.74309,8.99900
1535,1645639422,47.74309,8.99900
1536,1645639427,47.74309,8.99900
1537,1645639432,47.74309,8.99901
1538,1645639437,47.74308,8.99901
1539,1645639442,47.74308,8.99901
1540,1645639447,47.74308,8.99901
1541,1645639452,47.74308,8.99901
1542,1645639457,47.74308,8.99901
1543,1645639462,47.74308,8.99901
1544,1645639467,47.74308,8.99901
1545,1645639472,47.74308,8.99901
1546,1645639477,47.74308,8.99901
1547,1645639482,47.74308,8.99901
1548,1645639487,47.74308,8.99901
1549,1645639492,47.74308,8.99901
1550,1645639497,47.74308,8.99901
1551,1645639502,47.74308,8.99901
1552,1645639507,47.74308,8.99901
1553,1645639512,47.74308,8.99901
1554,1645639517,47.74308,8.99901
1555,1645639522,47.74308,8.99901
1556,1645639527,47.74308,8.99901
1557,1645639532,47.74308,8.99901
1558,1645639537,47.74308,8.99901
1559,1645639542,47.74308,8.99901
1560,1645639547,47.74308,8.99901
1561,1645639552,47.74308,8.99901
1562,1645639557,47.74308,8.99901
1563,1645639562,47.74308,8.99901
1564,1645639567,47.74308,8.99901
1565,1645639572,47.74308,8.99901
1566,1645639577,47.74308,8.99901
1567,1645639582,47.74308,8.99901
1568,1645639587,47.74308,8.99901
1569,1645639592,47.74308,8.99901
1570,1645639597,47.74308,8.99901
1571,1645639602,47.74308,8.99901
1572,1645639607,47.74308,8.99901
1573,1645639612,47.74308,8.99901
1574,1645639617,47.74308,8.99901
1575,1645639622,47.74308,8.99901
1576,1645639627,47.74308,8.99901
1577,1645639632,47.74308,8.99901
1578,1645639637,47.74308,8.99901
1579,1645639642,47.74308,8.99901
1580,1645639647,47.74308,8.99901
1581,1645639652,47.74308,8.99901
1582,1645639657,47.74308,8.99901
1583,1645639662,47.74308,8.99901
1584,1645639667,47.74308,8.99901
1585,1645639672,47.74308,8.99901
1586,1645639677,47.74308,8.99901
1587,1645639682,47.74308,8.99901
1588,1645639687,47.74308,8.99901
1589,1645639692,47.74308,8.99901
1590,1645639697,47.74308,8.99901
1591,1645639702,47.74308,8.99901
1592,1645639707,47.74308,8.99901
1593,1645639712,47.74308,8.99901
1594,1645639717,47.74308,8.99901
1595,1645639722,47.74308,8.99900
1596,1645639727,47.74308,8.99900
1597,1645639732,47.74308,8.99900
1598,1645639737,47.74308,8.99900
1599,1645639742,47.74308,8.99900
1600,1645639747,47.74308,8.99900
1601,1645639752,47.74308,8.99900
1602,1645639757,47.74308,8.99900
1603,1645639762,47.74308,8.99900
1604,1645639767,47.74308,8.99900
1605,1645639772,47.74308,8.99900
1606,1645639777,47.74308,8.99900
1607,1645639782,47.74308,8.99900
1608,1645639787,47.74308,8.99900
1609,1645639792,47.74307,8.99900
1610,1645639797,47.74306,8.99899
1611,1645639802,47.74305,8.99898
1612,1645639807,47.74305,8.99898
1613,1645639812,47.74305,8.99897
1614,1645639817,47.74305,8.99897
1615,1645639822,47.74305,8.99897
1616,1645639827,47.74305,8.99897
1617,1645639832,47.74305,8.99898
1618,1645639837,47.74305,8.99898
1619,1645639842,47.74305,8.99898
1620,1645639847,47.74305,8.99898
1621,1645639852,47.74305,8.99898
1622,1645639857,47.74305,8.99898
1623,1645639862,47.74305,8.99898
1624,1645639867,47.74305,8.99898
1625,1645639872,47.74305,8.99898
1626,1645639877,47.74305,8.99898
1627,1645639882,47.74305,8.99898
1628,1645639887,47.74305,8.99898
1629,1645639892,47.74305,8.99898
1630,1645639897,47.74305,8.99898
1631,1645639902,47.74305,8.99898
1632,1645639907,47.74305,8.99898
1633,1645639912,47.74305,8.99898
1634,1645639917,47.74305,8.99898
1635,1645639922,47.74305,8.99898
1636,1645639927,47.74305,8.99898
1637,1645639932,47.74305,8.99898
1638,1645639937,47.74305,8.99898
1639,1645639942,47.74305,8.99898
1640,1645639947,47.74306,8.99898
1641,1645639952,47.74306,8.99899
1642,1645639957,47.74306,8.99898
1643,1645639962,47.74306,8.99898
1644,1645639967,47.74306,8.99899
1645,1645639972,47.74306,8.99898
1646,1645639977,47.74307,8.99899
1647,1645639982,47.74307,8.99899
1648,1645639987,47.74307,8.99899
1649,1645639992,47.74307,8.99899
1650,1645639997,47.74307,8.99899
1651,1645640002,47.74307,8.99899
1652,1645640007,47.74307,8.99899
1653,1645640012,47.74307,8.99899
1654,1645640017,47.74307,8.99899
1655,1645640022,47.74307,8.99899
1656,1645640027,47.74307,8.99899
1657,1645640032,47.74307,8.99899
1658,1645640037,47.74307,8.99899
1659,1645640042,47.74307,8.99899
1660,1645640047,47.74307,8.99899
1661,1645640052,47.74307,8.99899
1662,1645640057,47.74307,8.99899
1663,1645640062,47.74307,8.99899
1664,1645640067,47.74307,8.99899
1665,1645640072,47.74307,8.99899
1666,1645640077,47.74307,8.99899
1667,1645640082,47.74307,8.99899
1668,1645640087,47.74307,8.99899
1669,1645640092,47.74307,8.99899
1670,1645640097,47.74307,8.99899
1671,1645640102,47.74307,8.99899
1672,1645640107,47.74307,8.99899
1673,1645640112,47.74307,8.99899
1674,1645640117,47.74307,8.99899
1675,1645640122,47.74307,8.99899
1676,1645640127,47.74307,8.99899
1677,1645640132,47.74307,8.99899
1678,1645640137,47.74307,8.99899
1679,1645640142,47.74307,8.99899
1680,1645640147,47.74307,8.99899
1681,1645640152,47.74307,8.99899
1682,1645640157,47.74307,8.99899
1683,1645640162,47.74307,8.99899
1684,1645640167,47.74307,8.99899
1685,1645640172,47.74307,8.99899
1686,1645640177,47.74307,8.99899
1687,1645640182,47.74307,8.99899
1688,1645640187,47.74307,8.99899
1689,1645640192,47.74307,8.99899
1690,1645640197,47.74307,8.99899
1691,1645640202,47.74307,8.99899
1692,1645640207,47.74307,8.99899
1693,1645640212,47.74307,8.99899
1694,1645640217,47.74307,8.99899
1695,1645640222,47.74307,8.99899
1696,1645640227,47.74307,8.99899
1697,1645640232,47.74307,8.99899
1698,1645640237,47.74307,8.99899
1699,1645640242,47.74307,8.99899
1700,1645640247,47.74307,8.99899
1701,1645640252,47.74307,8.99899
1702,1645640257,47.74307,8.99899
1703,1645640262,47.74307,8.99899
1704,1645640267,47.74306,8.99899
1705,1645640272,47.74306,8.99899
1706,1645640277,47.74306,8.99900
1707,1645640282,47.74305,8.99899
1708,1645640287,47.74305,8.99900
1709,1645640292,47.74305,8.99899
1710,1645640297,47.74305,8.99899
1711,1645640302,47.74305,8.99899
1712,1645640307,47.74305,8.99899
1713,1645640312,47.74305,8.99899
1714,1645640317,47.74305,8.99899
1715,1645640322,47.74305,8.99899
1716,1645640327,47.74305,8.99899
1717,1645640332,47.74305,8.99899
1718,1645640337,47.74305,8.99900
1719,1645640342,47.74305,8.99900
1720,1645640347,47.74305,8.99900
1721,1645640352,47.74305,8.99900
1722,1645640357,47.74305,8.99900
1723,1645640362,47.74305,8.99900
1724,1645640367,47.74305,8.99900
1725,1645640372,47.74305,8.99900
1726,1645640377,47.74305,8.99900
1727,1645640382,47.74305,8.99900
1728,1645640387,47.74305,8.99900
1729,1645640392,47.74305,8.99900
1730,1645640397,47.74305,8.99900
1731,1645640402,47.74305,8.99900
1732,1645640407,47.74305,8.99900
1733,1645640412,47.74305,8.99900
1734,1645640417,47.74305,8.99900
1735,1645640422,47.74305,8.99899
1736,1645640427,47.74305,8.99899
1737,1645640432,47.74304,8.99899
1738,1645640437,47.74304,8.99899
1739,1645640442,47.74304,8.99900
1740,1645640447,47.74304,8.99900
1741,1645640452,47.74305,8.99900
1742,1645640457,47.74305,8.99900
1743,1645640462,47.74305,8.99899
1744,1645640467,47.74305,8.99899
1745,1645640472,47.74305,8.99899
1746,1645640477,47.74304,8.99899
1747,1645640482,47.74304,8.99898
1748,1645640487,47.74304,8.99898
1749,1645640492,47.74304,8.99898
1750,1645640497,47.74304,8.99898
1751,1645640502,47.74304,8.99898
1752,1645640507,47.74304,8.99898
1753,1645640512,47.74304,8.99898
1754,1645640517,47.74304,8.99898
1755,1645640522,47.74304,8.99898
1756,1645640527,47.74304,8.99898
1757,1645640532,47.74304,8.99898
1758,1645640537,47.74304,8.99898
1759,1645640542,47.74304,8.99898
1760,1645640547,47.74304,8.99899
1761,1645640552,47.74304,8.99899
1762,1645640557,47.74304,8.99899
1763,1645640562,47.74304,8.99899
1764,1645640567,47.74304,8.99899
1765,1645640572,47.74304,8.99899
1766,1645640577,47.74304,8.99899
1767,1645640582,47.74304,8.99899
1768,1645640587,47.74304,8.99899
1769,1645640592,47.74304,8.99899
1770,1645640597,47.74304,8.99899
1771,1645640602,47.74304,8.99899
1772,1645640607,47.74304,8.99899
1773,1645640612,47.74304,8.99899
1774,1645640617,47.74304,8.99899
1775,1645640622,47.74304,8.99899
1776,1645640627,47.74305,8.99899
1777,1645640632,47.74305,8.99899
1778,1645640637,47.74306,8.99899
1779,1645640642,47.74306,8.99899
1780,1645640647,47.74306,8.99899
1781,1645640652,47.74306,8.99899
1782,1645640657,47.74306,8.99898
1783,1645640662,47.74305,8.99898
1784,1645640667,47.74305,8.99898
1785,1645640672,47.74305,8.99898
1786,1645640677,47.74305,8.99898
1787,1645640682,47.74305,8.99898
1788,1645640687,47.74305,8.99898
1789,1645640692,47.74305,8.99898
1790,1645640697,47.74305,8.99898
1791,1645640702,47.74305,8.99898
1792,1645640707,47.74305,8.99898
1793,1645640712,47.74305,8.99898
1794,1645640717,47.74305,8.99898
1795,1645640722,47.74305,8.99898
1796,1645640727,47.74305,8.99898
1797,1645640732,47.74305,8.99898
1798,1645640737,47.74305,8.99898
1799,1645640742,47.74305,8.99898
1800,1645640747,47.74305,8.99899
1801,1645640752,47.74305,8.99899
1802,1645640757,47.74305,8.99899
1803,1645640762,47.74305,8.99899
1804,1645640767,47.74305,8.99899
1805,1645640772,47.74305,8.99899
1806,1645640777,47.74305,8.99899
1807,1645640782,47.74305,8.99899
1808,1645640787,47.74305,8.99899
1809,1645640792,47.74305,8.99899
1810,1645640797,47.74305,8.99899
1811,1645640802,47.74305,8.99899
1812,1645640807,47.74305,8.99899
1813,1645640812,47.74305,8.99899
1814,1645640817,47.74305,8.99899
1815,1645640822,47.74305,8.99899
1816,1645640827,47.74305,8.99899
1817,1645640832,47.74305,8.99899
1818,1645640837,47.74305,8.99900
1819,1645640842,47.74305,8.99900
1820,1645640847,47.74305,8.99899
1821,1645640852,47.74306,8.99899
1822,1645640857,47.74306,8.99898
1823,1645640862,47.74306,8.99899
1824,1645640867,47.74305,8.99899
1825,1645640872,47.74305,8.99899
1826,1645640877,47.74304,8.99898
1827,1645640882,47.74305,8.99898
1828,1645640887,47.74305,8.99897
1829,1645640892,47.74305,8.99897
1830,1645640897,47.74305,8.99897
1831,1645640902,47.74305,8.99897
1832,1645640907,47.74305,8.99897
1833,1645640912,47.74305,8.99897
1834,1645640917,47.74305,8.99897
1835,1645640922,47.74305,8.99897
1836,1645640927,47.74305,8.99898
1837,1645640932,47.74305,8.99898
1838,1645640937,47.74304,8.99899
1839,1645640942,47.74304,8.99899
1840,1645640947,47.74304,8.99900
1841,1645640952,47.74304,8.99900
1842,1645640957,47.74304,8.99900
1843,1645640962,47.74304,8.99900
1844,1645640967,47.74304,8.99900
1845,1645640972,47.74305,8.99900
1846,1645640977,47.74306,8.99901
1847,1645640982,47.74306,8.99901
1848,1645640987,47.74306,8.99901
1849,1645640992,47.74306,8.99901
1850,1645640997,47.74306,8.99901
1851,1645641002,47.74306,8.99901
1852,1645641007,47.74306,8.99901
1853,1645641012,47.74306,8.99901
1854,1645641017,47.74306,8.99901
1855,1645641022,47.74306,8.99901
1856,1645641027,47.74306,8.99901
1857,1645641032,47.74306,8.99901
1858,1645641037,47.74306,8.99901
1859,1645641042,47.74306,8.99901
1860,1645641047,47.74306,8.99901
1861,1645641052,47.74306,8.99901
1862,1645641057,47.74306,8.99901
1863,1645641062,47.74306,8.99901
1864,1645641067,47.74306,8.99901
1865,1645641072,47.74306,8.99901
1866,1645641077,47.74306,8.99901
1867,1645641082,47.74306,8.99901
1868,1645641087,47.74306,8.99901
1869,1645641092,47.74306,8.99901
1870,1645641097,47.74306,8.99901
1871,1645641102,47.74306,8.99901
1872,1645641107,47.74306,8.99901
1873,1645641112,47.74306,8.99902
1874,1645641117,47.74306,8.99902
1875,1645641122,47.74306,8.99902
1876,1645641127,47.74306,8.99902
1877,1645641132,47.74306,8.99902
1878,1645641137,47.74306,8.99902
1879,1645641142,47.74306,8.99902
1880,1645641147,47.74306,8.99902
1881,1645641152,47.74306,8.99902
1882,1645641157,47.74306,8.99902
1883,1645641162,47.74306,8.99902
1884,1645641167,47.74306,8.99902
1885,1645641172,47.74306,8.99902
1886,1645641177,47.74306,8.99902
1887,1645641182,47.74306,8.99902
1888,1645641187,47.74306,8.99902
1889,1645641192,47.74306,8.99902
1890,1645641197,47.74306,8.99902
1891,1645641202,47.74306,8.99902
1892,1645641207,47.74306,8.99902
1893,1645641212,47.74306,8.99902
1894,1645641217,47.74306,8.99902
1895,1645641222,47.74306,8.99902
1896,1645641227,47.74306,8.99902
1897,1645641232,47.74306,8.99902
1898,1645641237,47.74306,8.99902
1899,1645641242,47.74306,8.99902
1900,1645641247,47.74306,8.99902
1901,1645641252,47.74306,8.99902
1902,1645641257,47.74306,8.99902
1903,1645641262,47.74306,8.99902
1904,1645641267,47.74306,8.99901
1905,1645641272,47.74306,8.99901
1906,1645641277,47.74306,8.99901
1907,1645641282,47.74306,8.99901
1908,1645641287,47.74306,8.99901
1909,1645641292,47.74306,8.99901
1910,1645641297,47.74306,8.99901
1911,1645641302,47.74306,8.99901
1912,1645641307,47.74306,8.99901
1913,1645641312,47.74306,8.99901
1914,1645641317,47.74306,8.99901
1915,1645641322,47.74306,8.99901
1916,1645641327,47.74306,8.99901
1917,1645641332,47.74306,8.99901
1918,1645641337,47.74306,8.99901
1919,1645641342,47.74306,8.99901
1920,1645641347,47.74306,8.99901
1921,1645641352,47.74306,8.99901
1922,1645641357,47.74306,8.99901
1923,1645641362,47.74306,8.99901
1924,1645641367,47.74306,8.99901
1925,1645641372,47.74306,8.99900
1926,1645641377,47.74306,8.99900
1927,1645641382,47.74306,8.99900
1928,1645641387,47.74306,8.99900
1929,1645641392,47.74306,8.99900
1930,1645641397,47.74306,8.99900
1931,1645641402,47.74306,8.99900
1932,1645641407,47.74306,8.99900
1933,1645641412,47.74306,8.99900
1934,1645641417,47.74306,8.99900
1935,1645641422,47.74306,8.99900
1936,1645641427,47.74306,8.99900
1937,1645641432,47.74306,8.99900
1938,1645641437,47.74306,8.99900
1939,1645641442,47.74306,8.99900
1940,1645641447,47.74306,8.99900
1941,1645641452,47.74306,8.99900
1942,1645641457,47.74306,8.99900
1943,1645641462,47.74306,8.99900
1944,1645641467,47.74306,8.99900
1945,1645641472,47.74306,8.99900
1946,1645641477,47.74306,8.99900
1947,1645641482,47.74306,8.99900
1948,1645641487,47.74306,8.99900
1949,1645641492,47.74306,8.99900
1950,1645641497,47.74306,8.99900
1951,1645641502,47.74306,8.99900
1952,1645641507,47.74306,8.99900
1953,1645641512,47.74306,8.99900
1954,1645641517,47.74306,8.99900
1955,1645641522,47.74306,8.99900
1956,1645641527,47.74306,8.99900
1957,1645641532,47.74306,8.99899
1958,1645641537,47.74306,8.99899
1959,1645641542,47.74306,8.99899
1960,1645641547,47.74306,8.99899
1961,1645641552,47.74306,8.99899
1962,1645641557,47.74306,8.99899
1963,1645641562,47.74306,8.99899
1964,1645641567,47.74306,8.99899
1965,1645641572,47.74306,8.99899
1966,1645641577,47.74306,8.99899
1967,1645641582,47.74306,8.99899
1968,1645641587,47.74306,8.99899
1969,1645641592,47.74306,8.99899
1970,1645641597,47.74306,8.99899
1971,1645641602,47.74306,8.99898
1972,1645641607,47.74306,8.99898
1973,1645641670,47.74308,8.99896
1974,1645641675,47.74305,8.99900
1975,1645641681,47.74306,8.99900
1976,1645641686,47.74306,8.99901
1977,1645641691,47.74305,8.99901
1978,1645641696,47.74305,8.99901
1979,1645641701,47.74304,8.99900
1980,1645641706,47.74304,8.99900
1981,1645641711,47.74304,8.99899
1982,1645641716,47.74304,8.99899
1983,1645641721,47.74304,8.99899
1984,1645641726,47.74304,8.99899
1985,1645641731,47.74304,8.99900
1986,1645641736,47.74304,8.99900
1987,1645641803,47.74301,8.99893
1988,1645641808,47.74307,8.99896
1989,1645641814,47.74307,8.99895
1990,1645641881,47.74312,8.99893
1991,1645641886,47.74305,8.99898
1992,1645641892,47.74306,8.99897
1993,1645641897,47.74305,8.99897
1994,1645641902,47.74305,8.99897
1995,1645641907,47.74305,8.99896
1996,1645641912,47.74305,8.99897
1997,1645641917,47.74305,8.99897
1998,1645641922,47.74306,8.99897
1999,1645641927,47.74306,8.99897
2000,1645641932,47.74306,8.99897
2001,1645641937,47.74306,8.99897
2002,1645641942,47.74306,8.99897
2003,1645641947,47.74306,8.99897
2004,1645642011,47.74303,8.99893
2005,1645642016,47.74303,8.99896
2006,1645642021,47.74303,8.99896
2007,1645642027,47.74303,8.99898
2008,1645642032,47.74303,8.99898
2009,1645642037,47.74303,8.99897
2010,1645642042,47.74303,8.99896
2011,1645643263,47.74305,8.99904
2012,1645643268,47.74306,8.99902
2013,1645643274,47.74303,8.99898
2014,1645643279,47.74304,8.99896
2015,1645643284,47.74305,8.99896
2016,1645643289,47.74305,8.99895
2017,1645643294,47.74305,8.99895
2018,1645643299,47.74306,8.99895
2019,1645643304,47.74306,8.99895
2020,1645643309,47.74306,8.99895
2021,1645643314,47.74306,8.99895
2022,1645643319,47.74306,8.99895
2023,1645643383,47.74301,8.99902
2024,1645643388,47.74302,8.99901
2025,1645643393,47.74303,8.99900
2026,1645643399,47.74304,8.99899
2027,1645643404,47.74304,8.99899
2028,1645643470,47.74312,8.99903
2029,1645643475,47.74304,8.99898
2030,1645643481,47.74300,8.99898
2031,1645643486,47.74301,8.99898
2032,1645643491,47.74302,8.99898
2033,1645643555,47.74302,8.99890
2034,1645643560,47.74307,8.99898
2035,1645643566,47.74305,8.99899
2036,1645643631,47.74311,8.99888
2037,1645643636,47.74305,8.99891
2038,1645643641,47.74305,8.99894
2039,1645643647,47.74306,8.99895
2040,1645643714,47.74306,8.99892
2041,1645643719,47.74305,8.99895
2042,1645643724,47.74305,8.99895
2043,1645643792,47.74305,8.99898
2044,1645643797,47.74305,8.99896
2045,1645643802,47.74307,8.99897
2046,1645643868,47.74310,8.99897
2047,1645643873,47.74307,8.99896
2048,1645643942,47.74305,8.99892
2049,1645643947,47.74305,8.99888
2050,1645643952,47.74305,8.99889
2051,1645644016,47.74334,8.99920
2052,1645644021,47.74306,8.99900
2053,1645644027,47.74305,8.99900
2054,1645644094,47.74308,8.99901
2055,1645644160,47.74298,8.99887
2056,1645644165,47.74305,8.99901
2057,1645644171,47.74305,8.99902
2058,1645644238,47.74303,8.99898
2059,1645644243,47.74305,8.99895
2060,1645644310,47.74310,8.99893
2061,1645644315,47.74305,8.99893
2062,1645644383,47.74312,8.99908
2063,1645644388,47.74304,8.99895
2064,1645644458,47.74304,8.99896
2065,1645644526,47.74302,8.99896
2066,1645644531,47.74302,8.99896
2067,1645644595,47.74301,8.99892
2068,1645644600,47.74308,8.99896
2069,1645644669,47.74308,8.99898
2070,1645644736,47.74299,8.99895
2071,1645644741,47.74303,8.99894
2072,1645644747,47.74302,8.99896
2073,1645644811,47.74306,8.99900
2074,1645644816,47.74305,8.99898
2075,1645644884,47.74303,8.99896
2076,1645644889,47.74301,8.99893
2077,1645644954,47.74317,8.99910
2078,1645645023,47.74316,8.99890
2079,1645645028,47.74310,8.99892
2080,1645645095,47.74308,8.99891
2081,1645645100,47.74305,8.99892
2082,1645645169,47.74310,8.99888
2083,1645645235,47.74326,8.99855
2084,1645645240,47.74308,8.99888
2085,1645645308,47.74308,8.99894
2086,1645645313,47.74308,8.99893
2087,1645645378,47.74308,8.99894
2088,1645645443,47.74319,8.99881
2089,1645645511,47.74316,8.99882
2090,1645645516,47.74310,8.99890
2091,1645645587,47.74306,8.99889
2092,1645645655,47.74311,8.99894
2093,1645645721,47.74304,8.99903
2094,1645645789,47.74313,8.99891
2095,1645645794,47.74307,8.99894
2096,1645645861,47.74312,8.99872
2097,1645645994,47.74312,8.99904
2098,1645646063,47.74309,8.99903
2099,1645646198,47.74297,8.99888
2100,1645646264,47.74300,8.99902
2101,1645646331,47.74299,8.99899
2102,1645646399,47.74305,8.99884
2103,1645646465,47.74301,8.99903
2104,1645646534,47.74314,8.99887
2105,1645646667,47.74304,8.99868
2106,1645646869,47.74297,8.99891
2107,1645647001,47.74295,8.99886
2108,1645647137,47.74300,8.99895
2109,1645647203,47.74256,8.99920
2110,1645647267,47.74303,8.99900
2111,1645647399,47.74270,8.99920
2112,1645647532,47.74345,8.99876
2113,1645649941,47.74302,8.99905
***END MEMORY***
V108, ID: 30-5526, 3393mV, 01b
SETTINGS:
- Shutdown voltage: 3300 mV
- GPS frequency: 5 sec
- Accuracy: 2 (min. HDOP*10: 30)
- Activation delay: 60 sec
- Geofencing: 0
- ON time: always
-------------------
(0) Read memory again
(1) Reset memory
(2) Set shutdown voltage
(3) Set GPS frequency
(4) Set accuracy
(5) Set delay after activation
(6) Set ON/OFF hour
(7) Toggle geofencing ON/OFF
(8) Exit
-------------------
