count,timestamp,lat,lon
1,1644387698,-24.53918,31.32248
2,1644387699,-24.53915,31.32250
3,1644387700,-24.53914,31.32250
4,1644387701,-24.53914,31.32249
5,1644387702,-24.53914,31.32249
6,1644387703,-24.53914,31.32248
7,1644387704,-24.53915,31.32248
8,1644387705,-24.53914,31.32247
9,1644387706,-24.53914,31.32247
10,1644387707,-24.53915,31.32247
11,1644387708,-24.53914,31.32248
12,1644387709,-24.53914,31.32248
13,1644387710,-24.53914,31.32249
14,1644387711,-24.53914,31.32249
15,1644387712,-24.53914,31.32249
16,1644387713,-24.53914,31.32249
17,1644387714,-24.53914,31.32249
18,1644387715,-24.53914,31.32249
19,1644387716,-24.53913,31.32250
20,1644387717,-24.53913,31.32250
21,1644387718,-24.53913,31.32249
22,1644387719,-24.53913,31.32250
23,1644387720,-24.53913,31.32250
24,1644387721,-24.53913,31.32250
25,1644387722,-24.53913,31.32250
26,1644387723,-24.53913,31.32250
27,1644387724,-24.53913,31.32250
28,1644387725,-24.53912,31.32250
29,1644387726,-24.53913,31.32250
30,1644387727,-24.53912,31.32250
31,1644387728,-24.53912,31.32250
32,1644387729,-24.53913,31.32248
33,1644387730,-24.53913,31.32248
34,1644387731,-24.53914,31.32250
35,1644387732,-24.53914,31.32250
36,1644387733,-24.53914,31.32251
37,1644387734,-24.53914,31.32250
38,1644387735,-24.53914,31.32249
39,1644387736,-24.53914,31.32249
40,1644387737,-24.53915,31.32248
41,1644387738,-24.53915,31.32247
42,1644387739,-24.53916,31.32246
43,1644387740,-24.53917,31.32246
44,1644387741,-24.53918,31.32245
45,1644387742,-24.53919,31.32244
46,1644387743,-24.53920,31.32244
47,1644387744,-24.53921,31.32243
48,1644387745,-24.53922,31.32243
49,1644387746,-24.53923,31.32243
50,1644387747,-24.53923,31.32242
51,1644387748,-24.53924,31.32242
52,1644387749,-24.53924,31.32241
53,1644387750,-24.53924,31.32241
54,1644387751,-24.53925,31.32241
55,1644387752,-24.53925,31.32240
56,1644387753,-24.53925,31.32241
57,1644387754,-24.53926,31.32240
58,1644387755,-24.53926,31.32240
59,1644387756,-24.53927,31.32239
60,1644387757,-24.53927,31.32238
61,1644387758,-24.53928,31.32238
62,1644387759,-24.53929,31.32238
63,1644387760,-24.53930,31.32237
64,1644387761,-24.53931,31.32237
65,1644387762,-24.53932,31.32236
66,1644387763,-24.53933,31.32236
67,1644387764,-24.53934,31.32235
68,1644387765,-24.53934,31.32235
69,1644387766,-24.53934,31.32235
70,1644387767,-24.53934,31.32235
71,1644387768,-24.53935,31.32235
72,1644387769,-24.53935,31.32235
73,1644387770,-24.53935,31.32235
74,1644387771,-24.53935,31.32235
75,1644387772,-24.53935,31.32235
76,1644387773,-24.53935,31.32235
77,1644387774,-24.53935,31.32235
78,1644387775,-24.53935,31.32235
79,1644387776,-24.53935,31.32235
80,1644387777,-24.53935,31.32235
81,1644387778,-24.53935,31.32235
82,1644387779,-24.53934,31.32236
83,1644387780,-24.53934,31.32236
84,1644387781,-24.53934,31.32236
85,1644387782,-24.53935,31.32236
86,1644387783,-24.53935,31.32236
87,1644387784,-24.53935,31.32236
88,1644387785,-24.53935,31.32236
89,1644387786,-24.53935,31.32236
90,1644387787,-24.53936,31.32237
91,1644387788,-24.53936,31.32237
92,1644387789,-24.53936,31.32238
93,1644387790,-24.53936,31.32238
94,1644387791,-24.53936,31.32240
95,1644387792,-24.53936,31.32240
96,1644387793,-24.53936,31.32241
97,1644387794,-24.53935,31.32241
98,1644387795,-24.53935,31.32242
99,1644387796,-24.53936,31.32241
100,1644387797,-24.53936,31.32242
101,1644387798,-24.53936,31.32242
102,1644387799,-24.53936,31.32241
103,1644387800,-24.53936,31.32241
104,1644387801,-24.53937,31.32241
105,1644387802,-24.53937,31.32241
106,1644387803,-24.53937,31.32241
107,1644387804,-24.53937,31.32241
108,1644387805,-24.53937,31.32241
109,1644387806,-24.53937,31.32241
110,1644387807,-24.53937,31.32241
111,1644387808,-24.53937,31.32241
112,1644387809,-24.53937,31.32241
113,1644387810,-24.53937,31.32240
114,1644387811,-24.53937,31.32240
115,1644387812,-24.53937,31.32240
116,1644387813,-24.53937,31.32240
117,1644387814,-24.53937,31.32240
118,1644387815,-24.53937,31.32240
119,1644387816,-24.53937,31.32240
120,1644387817,-24.53938,31.32240
121,1644387818,-24.53938,31.32240
122,1644387819,-24.53938,31.32240
123,1644387820,-24.53938,31.32240
124,1644387821,-24.53938,31.32240
125,1644387822,-24.53938,31.32240
126,1644387823,-24.53938,31.32240
127,1644387824,-24.53939,31.32240
128,1644387825,-24.53939,31.32239
129,1644387826,-24.53939,31.32239
130,1644387827,-24.53939,31.32239
131,1644387828,-24.53939,31.32239
132,1644387829,-24.53939,31.32239
133,1644387830,-24.53939,31.32239
134,1644387831,-24.53940,31.32239
135,1644387832,-24.53940,31.32239
136,1644387833,-24.53940,31.32239
137,1644387834,-24.53940,31.32238
138,1644387835,-24.53940,31.32238
139,1644387836,-24.53940,31.32238
140,1644387837,-24.53940,31.32238
141,1644387838,-24.53940,31.32238
142,1644387839,-24.53941,31.32238
143,1644387840,-24.53941,31.32238
144,1644387841,-24.53941,31.32237
145,1644387842,-24.53941,31.32237
146,1644387843,-24.53941,31.32237
147,1644387844,-24.53941,31.32237
148,1644387845,-24.53941,31.32237
149,1644387846,-24.53941,31.32237
150,1644387847,-24.53941,31.32237
151,1644387848,-24.53941,31.32237
152,1644387849,-24.53941,31.32237
153,1644387850,-24.53942,31.32236
154,1644387851,-24.53942,31.32236
155,1644387852,-24.53942,31.32236
156,1644387853,-24.53942,31.32236
157,1644387854,-24.53942,31.32236
158,1644387855,-24.53942,31.32236
159,1644387856,-24.53942,31.32236
160,1644387857,-24.53942,31.32236
161,1644387858,-24.53942,31.32236
162,1644387859,-24.53943,31.32236
163,1644387860,-24.53943,31.32236
164,1644387861,-24.53943,31.32236
165,1644387862,-24.53943,31.32236
166,1644387863,-24.53943,31.32236
167,1644387864,-24.53943,31.32236
168,1644387865,-24.53943,31.32236
169,1644387866,-24.53943,31.32236
170,1644387867,-24.53943,31.32236
171,1644387868,-24.53943,31.32236
172,1644387869,-24.53943,31.32236
173,1644387870,-24.53943,31.32236
174,1644387871,-24.53943,31.32236
175,1644387872,-24.53943,31.32236
176,1644387873,-24.53943,31.32236
177,1644387874,-24.53943,31.32236
178,1644387875,-24.53943,31.32236
179,1644387876,-24.53943,31.32236
180,1644387877,-24.53942,31.32236
181,1644387878,-24.53942,31.32236
182,1644387879,-24.53942,31.32236
183,1644387880,-24.53942,31.32236
184,1644387881,-24.53942,31.32236
185,1644387882,-24.53942,31.32236
186,1644387883,-24.53942,31.32236
