event-id,visible,timestamp,lon,lat,bar:barometric-pressure,data-decoding-software,eobs:activity,eobs:activity-samples,eobs:battery-voltage,eobs:fix-battery-voltage,eobs:horizontal-accuracy-estimate,eobs:key-bin-checksum,eobs:speed-accuracy-estimate,eobs:start-timestamp,eobs:status,eobs:temperature,eobs:type-of-fix,eobs:used-time-to-get-fix,gps:dop,gps:satellite-count,ground-speed,heading,height-above-ellipsoid,height-raw,import-marked-outlier,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,orientation:quaternion-raw-w,orientation:quaternion-raw-x,orientation:quaternion-raw-y,orientation:quaternion-raw-z,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
21239135665,true,2022-02-09 07:26:42.000,31.3496156,-24.5188815,0.0,"14",,,3426,3416,2.82,4214326534,0.31,2022-02-09 07:06:42.000,"A",32,3,1199,1.6,9,1.51,342.1,500.5,,false,-72.0,58.0,-64.0,19732,-48,-3,91,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135667,true,2022-02-09 07:26:43.000,31.349644,-24.5188629,0.0,"14",,,3426,3416,2.82,2597326080,0.38,2022-02-09 07:06:42.000,"A",32,3,1200,1.6,9,4.97,34.08,500.0,,false,-41.0,41.0,-59.0,26773,-93,11,114,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135670,true,2022-02-09 07:26:44.000,31.3496616,-24.5188251,0.0,"14",,,3426,3416,2.82,443004822,0.23,2022-02-09 07:06:42.000,"A",32,3,1201,1.6,9,4.79,19.01,499.3,,false,-20.0,48.0,-52.0,30597,-73,28,47,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135675,true,2022-02-09 07:26:45.000,31.3496731,-24.5187821,0.0,"14",,,3426,3414,2.82,1178572048,0.5,2022-02-09 07:06:42.000,"A",32,3,1202,1.6,9,5.02,18.35,498.7,,false,-3.0,51.0,-33.0,30373,-90,13,30,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135679,true,2022-02-09 07:26:46.000,31.3496631,-24.5187522,0.0,"14",,,3426,3411,2.82,447533478,0.65,2022-02-09 07:06:42.000,"A",32,3,1203,1.6,9,3.4,345.37,499.8,,false,46.0,128.0,68.0,27761,-13,103,-86,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135684,true,2022-02-09 07:26:47.000,31.3496303,-24.5187408,0.0,"14",,,3426,3403,3.07,3045585902,0.34,2022-02-09 07:06:42.000,"A",32,3,1204,1.6,9,3.83,298.84,499.7,,false,-13.0,173.0,65.0,23069,-5,55,-72,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135687,true,2022-02-09 07:26:48.000,31.3495908,-24.5187345,0.0,"14",,,3426,3416,3.07,1733903168,0.32,2022-02-09 07:06:42.000,"A",32,3,1205,1.6,9,4.02,294.26,498.6,,false,2.0,132.0,2.0,24805,11,33,-75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135691,true,2022-02-09 07:26:49.000,31.3495526,-24.5187351,0.0,"14",,,3426,3414,3.07,757577571,0.29,2022-02-09 07:06:42.000,"A",32,3,1206,1.6,9,3.73,271.32,499.0,,false,-42.0,142.0,-8.0,21534,7,24,-93,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135695,true,2022-02-09 07:26:50.000,31.3495405,-24.5187263,0.0,"14",,,3426,3416,3.07,1527823563,0.33,2022-02-09 07:06:42.000,"A",32,3,1207,1.6,9,2.06,288.36,499.2,,false,45.0,-41.0,9.0,29666,-31,93,45,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135699,true,2022-02-09 07:26:51.000,31.3495435,-24.5186962,0.0,"14",,,3426,3416,3.07,1289815047,0.57,2022-02-09 07:06:42.000,"A",32,3,1208,1.6,9,4.13,336.2,499.5,,false,7.0,59.0,-29.0,30841,-72,46,8,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135705,true,2022-02-09 07:26:52.000,31.3495463,-24.5186554,0.0,"14",,,3426,3408,3.07,4172529668,0.32,2022-02-09 07:06:42.000,"A",32,3,1209,1.6,9,4.35,1.97,500.5,,false,11.0,-3.0,-37.0,32200,42,35,-77,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135707,true,2022-02-09 07:26:53.000,31.3495652,-24.5186196,0.0,"14",,,3426,3409,3.07,1094856530,0.36,2022-02-09 07:06:42.000,"A",32,3,1210,1.6,9,4.68,17.69,501.1,,false,17.0,13.0,-33.0,29688,-69,65,51,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135711,true,2022-02-09 07:26:54.000,31.3495785,-24.5185811,0.0,"14",,,3426,3403,3.07,1406125018,0.33,2022-02-09 07:06:42.000,"A",32,3,1211,1.6,9,4.63,11.14,500.9,,false,51.0,65.0,9.0,29763,-69,80,11,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135716,true,2022-02-09 07:26:55.000,31.3495619,-24.5185568,0.0,"14",,,3426,3416,3.07,3507214159,0.3,2022-02-09 07:06:42.000,"A",32,3,1212,1.6,9,3.4,333.58,500.5,,false,-51.0,137.0,-25.0,24802,-1,11,-82,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135720,true,2022-02-09 07:26:56.000,31.3495404,-24.5185346,0.0,"14",,,3426,3417,3.07,2600842138,0.44,2022-02-09 07:06:42.000,"A",32,3,1213,1.6,9,3.58,334.23,499.2,,false,32.0,128.0,44.0,28441,-50,88,-75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135724,true,2022-02-09 07:26:57.000,31.3495122,-24.518509,0.0,"14",,,3426,3416,3.07,2501896620,0.43,2022-02-09 07:06:42.000,"A",32,3,1214,1.6,9,4.58,321.78,498.8,,false,13.0,143.0,45.0,25686,-4,39,-68,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135726,true,2022-02-09 07:26:58.000,31.3494896,-24.5184793,0.0,"14",,,3426,3414,3.07,274575219,0.39,2022-02-09 07:06:42.000,"A",32,3,1215,1.6,9,3.91,332.92,498.6,,false,-67.0,129.0,-31.0,30874,-36,-17,-75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135730,true,2022-02-09 07:26:59.000,31.3494927,-24.5184334,0.0,"14",,,3426,3416,3.07,408662225,0.22,2022-02-09 07:06:42.000,"A",32,3,1216,1.6,9,5.97,5.9,498.4,,false,1.0,-33.0,-31.0,31237,-3,72,28,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135735,true,2022-02-09 07:27:00.000,31.3495124,-24.5183729,0.0,"14",,,3426,3416,3.07,2298843103,0.3,2022-02-09 07:06:42.000,"A",32,3,1217,1.6,9,7.58,13.11,499.0,,false,36.0,48.0,-2.0,29800,-71,76,20,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135740,true,2022-02-09 07:27:01.000,31.3495331,-24.5183038,0.0,"14",,,3426,3416,3.07,2843185201,0.42,2022-02-09 07:06:42.000,"A",32,3,1218,1.6,9,8.26,13.11,498.7,,false,32.0,62.0,-6.0,30817,-76,38,14,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135742,true,2022-02-09 07:27:02.000,31.3495177,-24.518252,0.0,"14",,,3426,3416,3.07,1109952607,0.44,2022-02-09 07:06:42.000,"A",32,3,1219,1.6,9,6.68,349.96,494.4,,false,35.0,91.0,5.0,30124,-9,65,-75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135748,true,2022-02-09 07:27:03.000,31.3494885,-24.5182023,0.0,"14",,,3426,3416,3.07,1757623225,0.35,2022-02-09 07:06:42.000,"A",32,3,1220,1.6,9,5.74,344.06,493.6,,false,40.0,28.0,10.0,30768,7,65,-59,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135752,true,2022-02-09 07:27:04.000,31.3494615,-24.5181515,0.0,"14",,,3426,3416,3.07,3002645576,0.25,2022-02-09 07:06:42.000,"A",32,3,1221,1.6,9,6.27,334.23,494.0,,false,9.0,75.0,-25.0,28953,0,24,-117,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135754,true,2022-02-09 07:27:05.000,31.349427,-24.5181033,0.0,"14",,,3426,3414,2.82,526419052,0.23,2022-02-09 07:06:42.000,"A",32,3,1222,1.6,9,6.25,328.34,493.7,,false,6.0,106.0,-12.0,28237,-21,43,-120,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135760,true,2022-02-09 07:27:06.000,31.3494195,-24.5180501,0.0,"14",,,3426,3416,2.82,2933582752,0.25,2022-02-09 07:06:42.000,"A",32,3,1223,1.6,9,6.52,353.24,493.1,,false,-36.0,2.0,-46.0,32183,-86,38,19,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135762,true,2022-02-09 07:27:07.000,31.349428,-24.5179887,0.0,"14",,,3426,3411,2.82,148211396,0.27,2022-02-09 07:06:42.000,"A",32,3,1224,1.6,9,6.86,1.31,493.2,,false,-19.0,27.0,-41.0,32169,-73,61,-16,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135768,true,2022-02-09 07:27:08.000,31.3494496,-24.5179305,0.0,"14",,,3426,3416,2.82,2185718961,0.21,2022-02-09 07:06:42.000,"A",32,3,1225,1.6,9,6.84,12.45,493.1,,false,-10.0,-76.0,10.0,30849,-5,64,58,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135771,true,2022-02-09 07:27:09.000,31.3494932,-24.5178782,0.0,"14",,,3426,3416,2.82,2151626482,0.21,2022-02-09 07:06:42.000,"A",32,3,1226,1.6,9,7.58,32.11,492.4,,false,-69.0,-35.0,-37.0,30459,-32,17,87,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135775,true,2022-02-09 07:27:10.000,31.34952,-24.5178228,0.0,"14",,,3426,3416,2.82,1647201901,0.35,2022-02-09 07:06:42.000,"A",32,3,1228,1.6,9,6.57,27.53,492.5,,false,47.0,81.0,39.0,28728,-60,101,-34,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135781,true,2022-02-09 07:27:11.000,31.3495242,-24.5177546,0.0,"14",,,3426,3416,2.82,3201734171,0.34,2022-02-09 07:06:42.000,"A",32,3,1229,1.6,9,8.14,0.0,492.6,,false,-27.0,-3.0,-45.0,32205,-1,5,-94,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135783,true,2022-02-09 07:27:12.000,31.3495312,-24.5176864,0.0,"14",,,3426,3417,2.82,1366933090,0.28,2022-02-09 07:06:42.000,"A",32,3,1230,1.6,9,7.25,4.59,491.6,,false,-7.0,35.0,-55.0,31774,-123,15,-12,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135789,true,2022-02-09 07:27:13.000,31.3495118,-24.5176307,0.0,"14",,,3426,3411,2.82,4248341067,0.42,2022-02-09 07:06:42.000,"A",32,3,1231,1.6,9,6.65,347.34,491.4,,false,19.0,127.0,23.0,27693,-40,69,-110,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135791,true,2022-02-09 07:27:14.000,31.3494945,-24.5175754,0.0,"14",,,3426,3413,2.82,3299652087,0.26,2022-02-09 07:06:42.000,"A",32,3,1232,1.6,9,6.86,351.93,490.0,,false,11.0,9.0,-19.0,32216,-41,82,-16,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135795,true,2022-02-09 07:27:15.000,31.3495093,-24.5175168,0.0,"14",,,3426,3416,2.82,1676089571,0.23,2022-02-09 07:06:42.000,"A",32,3,1233,1.6,9,6.72,8.52,489.1,,false,-6.0,28.0,-44.0,30065,-77,50,42,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135800,true,2022-02-09 07:27:16.000,31.3495419,-24.5174598,0.0,"14",,,3426,3416,2.56,3137065690,0.27,2022-02-09 07:06:42.000,"A",32,3,1234,1.6,9,7.04,19.66,490.7,,false,11.0,-27.0,-15.0,30467,-50,76,23,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135803,true,2022-02-09 07:27:17.000,31.3495829,-24.517406,0.0,"14",,,3426,3408,2.56,2511338312,0.22,2022-02-09 07:06:42.000,"A",32,3,1235,1.6,9,7.44,30.8,490.2,,false,-149.0,-15.0,-53.0,31895,-41,-93,60,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135808,true,2022-02-09 07:27:18.000,31.3496204,-24.5173652,0.0,"14",,,3426,3414,2.56,1801761359,0.19,2022-02-09 07:06:42.000,"A",32,3,1236,1.6,9,4.6,34.73,490.3,,false,-1.0,-65.0,1.0,31432,0,105,100,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135813,true,2022-02-09 07:27:19.000,31.3496672,-24.5173501,0.0,"14",,,3426,3416,2.56,3992862063,0.21,2022-02-09 07:06:42.000,"A",32,3,1237,1.6,9,5.67,64.88,490.5,,false,-78.0,16.0,-68.0,24349,-42,4,75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135817,true,2022-02-09 07:27:20.000,31.3497145,-24.5173521,0.0,"14",,,3426,3416,2.56,2398519478,0.23,2022-02-09 07:06:42.000,"A",32,3,1238,1.6,9,4.32,80.61,490.4,,false,-57.0,-59.0,-31.0,23960,-22,24,81,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135821,true,2022-02-09 07:27:21.000,31.3497361,-24.5173834,0.0,"14",,,3426,3416,2.56,4092576953,0.3,2022-02-09 07:06:42.000,"A",32,3,1238,1.6,9,5.22,134.35,489.6,,false,-140.0,124.0,-36.0,5047,-26,-18,123,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135823,true,2022-02-09 07:27:22.000,31.3497444,-24.5174243,0.0,"14",,,3426,3416,2.56,1418580809,0.42,2022-02-09 07:06:42.000,"A",32,3,1239,1.6,9,4.32,140.25,487.5,,false,-190.0,42.0,-34.0,12539,7,-2,119,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135827,true,2022-02-09 07:27:23.000,31.3497362,-24.517453,0.0,"14",,,3426,3416,2.56,1232632659,0.2,2022-02-09 07:06:42.000,"A",32,3,1240,1.6,9,3.73,191.37,487.6,,false,-170.0,26.0,-52.0,-3608,-7,17,126,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135832,true,2022-02-09 07:27:24.000,31.3497044,-24.5174565,0.0,"14",,,3426,3409,2.3,2627543745,0.26,2022-02-09 07:06:42.000,"A",32,3,1241,1.6,9,4.01,241.83,488.4,,false,9.0,67.0,-27.0,-17496,-42,-25,97,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135835,true,2022-02-09 07:27:25.000,31.3496592,-24.5174451,0.0,"14",,,3426,3409,2.3,1360881290,0.22,2022-02-09 07:06:42.000,"A",32,3,1242,1.6,9,5.06,268.04,489.7,,false,16.0,116.0,24.0,-19894,-28,-47,86,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135841,true,2022-02-09 07:27:26.000,31.3496095,-24.5174381,0.0,"14",,,3426,3403,2.3,1901041198,0.24,2022-02-09 07:06:42.000,"A",32,3,1243,1.6,9,5.05,270.66,490.6,,false,15.0,141.0,43.0,-17034,-28,-41,98,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135845,true,2022-02-09 07:27:27.000,31.3495587,-24.5174401,0.0,"14",,,3426,3416,2.3,2190388292,0.18,2022-02-09 07:06:42.000,"A",32,3,1244,1.6,9,5.0,265.42,490.6,,false,-51.0,135.0,-39.0,-16232,-13,-12,110,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135846,true,2022-02-09 07:27:28.000,31.3495192,-24.5174551,0.0,"14",,,3426,3414,2.3,3638744,0.2,2022-02-09 07:06:42.000,"A",32,3,1245,1.6,9,4.08,254.28,490.7,,false,-100.0,140.0,-24.0,-6470,-15,-9,125,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135853,true,2022-02-09 07:27:29.000,31.3494901,-24.5174706,0.0,"14",,,3426,3417,2.3,3092228411,0.19,2022-02-09 07:06:42.000,"A",32,3,1246,1.6,9,3.12,250.35,490.7,,false,-97.0,95.0,-59.0,-10725,-4,12,121,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135854,true,2022-02-09 07:27:30.000,31.3494611,-24.5174556,0.0,"14",,,3426,3416,2.3,1238646894,0.22,2022-02-09 07:06:42.000,"A",32,3,1247,1.6,9,4.71,292.95,490.9,,false,-49.0,67.0,-47.0,-27162,6,-8,72,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135859,true,2022-02-09 07:27:31.000,31.3494521,-24.5174143,0.0,"14",,,3426,3416,2.3,2941519107,0.22,2022-02-09 07:06:42.000,"A",32,3,1248,1.6,9,5.07,330.96,491.0,,false,-14.0,4.0,-42.0,-31255,-1,-20,75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135865,true,2022-02-09 07:27:32.000,31.3494491,-24.517369,0.0,"14",,,3426,3417,2.3,4129844979,0.27,2022-02-09 07:06:42.000,"A",32,3,1249,1.6,9,5.02,340.79,491.4,,false,-5.0,15.0,-37.0,-29721,-6,-30,104,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135868,true,2022-02-09 07:27:33.000,31.3494332,-24.5173244,0.0,"14",,,3426,3416,2.3,1483998984,0.3,2022-02-09 07:06:42.000,"A",32,3,1250,1.6,9,5.27,338.17,492.0,,false,38.0,56.0,4.0,-27688,-21,-71,116,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135873,true,2022-02-09 07:27:34.000,31.3494149,-24.5172764,0.0,"14",,,3426,3416,2.3,4212844531,0.25,2022-02-09 07:06:42.000,"A",32,3,1251,1.6,9,5.84,341.44,492.0,,false,8.0,40.0,-30.0,-29243,7,-29,112,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135876,true,2022-02-09 07:27:35.000,31.3494171,-24.5172254,0.0,"14",,,3426,3416,2.3,1305868339,0.25,2022-02-09 07:06:42.000,"A",32,3,1252,1.6,9,5.78,353.24,491.4,,false,8.0,-14.0,-26.0,-31551,59,-123,25,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135879,true,2022-02-09 07:27:36.000,31.3494284,-24.5171772,0.0,"14",,,3426,3416,2.3,2219495334,0.41,2022-02-09 07:06:42.000,"A",32,3,1253,1.6,9,5.28,2.62,491.3,,false,-19.0,25.0,-53.0,-31967,105,-36,25,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135882,true,2022-02-09 07:27:37.000,31.3494296,-24.5171329,0.0,"14",,,3426,3416,2.3,1234681033,0.35,2022-02-09 07:06:42.000,"A",32,3,1254,1.6,9,4.64,359.79,491.9,,false,52.0,4.0,24.0,-30517,-6,-70,62,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135886,true,2022-02-09 07:27:38.000,31.3494305,-24.5170868,0.0,"14",,,3426,3416,2.3,75346520,0.34,2022-02-09 07:06:42.000,"A",32,3,1255,1.6,9,5.52,1.31,491.9,,false,22.0,22.0,-22.0,-31678,58,-94,72,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135893,true,2022-02-09 07:27:39.000,31.3494331,-24.5170303,0.0,"14",,,3426,3404,2.3,3428941886,0.4,2022-02-09 07:06:42.000,"A",32,3,1256,1.6,9,6.64,0.66,492.9,,false,46.0,6.0,16.0,-30325,-1,-85,48,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135895,true,2022-02-09 07:27:40.000,31.3494327,-24.5169754,0.0,"14",,,3426,3416,2.3,1510377918,0.35,2022-02-09 07:06:42.000,"A",32,3,1257,1.6,9,5.81,359.14,493.4,,false,11.0,-23.0,-5.0,-31626,-18,-118,62,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135900,true,2022-02-09 07:27:41.000,31.3494213,-24.5169205,0.0,"14",,,3426,3417,2.56,2161467012,0.45,2022-02-09 07:06:42.000,"A",32,3,1258,1.6,9,6.67,349.31,492.3,,false,17.0,55.0,-21.0,-28864,16,-37,115,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135903,true,2022-02-09 07:27:42.000,31.3494167,-24.5168639,0.0,"14",,,3426,3416,2.56,3161928720,0.31,2022-02-09 07:06:42.000,"A",32,3,1259,1.6,9,6.12,354.55,491.9,,false,37.0,-33.0,27.0,-29909,-39,-86,46,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135909,true,2022-02-09 07:27:43.000,31.3494203,-24.5168023,0.0,"14",,,3426,3416,2.56,3229589032,0.25,2022-02-09 07:06:42.000,"A",32,3,1260,1.6,9,7.26,0.0,491.2,,false,20.0,24.0,-14.0,-31404,46,-118,75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135912,true,2022-02-09 07:27:44.000,31.3494257,-24.5167444,0.0,"14",,,3426,3414,2.56,1659957455,0.3,2022-02-09 07:06:42.000,"A",32,3,1261,1.6,9,5.97,3.28,489.7,,false,13.0,9.0,-27.0,-31468,12,-78,120,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135917,true,2022-02-09 07:27:45.000,31.3494322,-24.5166906,0.0,"14",,,3426,3416,2.56,1366428961,0.28,2022-02-09 07:06:42.000,"A",32,3,1262,1.6,9,5.82,3.93,489.5,,false,43.0,21.0,-1.0,-30050,17,-88,51,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135919,true,2022-02-09 07:27:46.000,31.3494328,-24.516637,0.0,"14",,,3426,3416,2.56,1588069694,0.36,2022-02-09 07:06:42.000,"A",32,3,1263,1.6,9,6.02,1.97,489.4,,false,56.0,66.0,24.0,-27324,24,-105,92,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135922,true,2022-02-09 07:27:47.000,31.3494313,-24.5165758,0.0,"14",,,3426,3409,2.56,1649550652,0.24,2022-02-09 07:06:42.000,"A",32,3,1264,1.6,9,6.96,358.48,490.4,,false,38.0,44.0,-8.0,-29647,-8,-66,87,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135929,true,2022-02-09 07:27:48.000,31.3494443,-24.5165145,0.0,"14",,,3426,3416,2.56,3758363909,0.28,2022-02-09 07:06:42.000,"A",32,3,1265,1.6,9,7.01,9.18,490.7,,false,-1.0,-27.0,-27.0,-32079,37,-89,43,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135930,true,2022-02-09 07:27:49.000,31.34947,-24.5164547,0.0,"14",,,3426,3416,2.56,322685006,0.22,2022-02-09 07:06:42.000,"A",32,3,1266,1.6,9,7.27,16.38,490.2,,false,-29.0,29.0,-55.0,-31489,101,-41,91,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135934,true,2022-02-09 07:27:50.000,31.3494926,-24.5163991,0.0,"14",,,3426,3416,2.56,1294654976,0.24,2022-02-09 07:06:42.000,"A",32,3,1267,1.6,9,6.29,17.04,489.5,,false,-17.0,29.0,-47.0,-31432,62,-34,127,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135938,true,2022-02-09 07:27:51.000,31.3495011,-24.5163451,0.0,"14",,,3426,3416,2.56,1604212840,0.27,2022-02-09 07:06:42.000,"A",32,3,1268,1.6,9,5.78,9.83,489.7,,false,-1.0,85.0,-27.0,-29427,65,-64,68,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135944,true,2022-02-09 07:27:52.000,31.3494909,-24.5162987,0.0,"14",,,3426,3404,2.56,1575361954,0.34,2022-02-09 07:06:42.000,"A",32,3,1269,1.6,9,5.09,356.52,490.3,,false,44.0,90.0,54.0,-26052,-2,-98,121,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135949,true,2022-02-09 07:27:53.000,31.349461,-24.5162504,0.0,"14",,,3426,3416,2.56,4155221260,0.2,2022-02-09 07:06:42.000,"A",32,3,1270,1.6,9,7.12,334.89,490.0,,false,-24.0,80.0,-48.0,-24988,8,-2,83,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135950,true,2022-02-09 07:27:54.000,31.3494332,-24.5161998,0.0,"14",,,3426,3416,2.3,780604906,0.23,2022-02-09 07:06:42.000,"A",32,3,1271,1.6,9,5.75,336.2,489.8,,false,-13.0,41.0,-47.0,-27598,9,0,69,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135954,true,2022-02-09 07:27:55.000,31.349411,-24.5161566,0.0,"14",,,3426,3416,2.3,99050217,0.24,2022-02-09 07:06:42.000,"A",32,3,1272,1.6,9,4.98,334.23,490.3,,false,-25.0,87.0,-45.0,-26149,13,-3,77,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135958,true,2022-02-09 07:27:56.000,31.349404,-24.5161262,0.0,"14",,,3426,3419,2.3,881780433,0.24,2022-02-09 07:06:42.000,"A",32,3,1273,1.6,9,2.68,344.72,490.0,,false,-20.0,-64.0,-24.0,-32716,-1,-112,31,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135965,true,2022-02-09 07:27:57.000,31.349408,-24.5161366,0.0,"14",,,3426,3416,2.3,3895355587,0.23,2022-02-09 07:06:42.000,"A",32,3,1274,1.6,9,3.74,249.69,489.8,,false,-107.0,101.0,-59.0,-9782,41,-1,-115,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135966,true,2022-02-09 07:27:58.000,31.3494325,-24.5161704,0.0,"14",,,3426,3409,2.3,1020396288,0.27,2022-02-09 07:06:42.000,"A",32,3,1275,1.6,9,5.32,166.46,489.3,,false,-120.0,100.0,-48.0,-19845,43,7,-92,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135970,true,2022-02-09 07:27:59.000,31.3494828,-24.5161822,0.0,"14",,,3426,3416,2.3,502057274,0.27,2022-02-09 07:06:42.000,"A",32,3,1276,1.6,9,5.72,131.07,489.5,,false,-82.0,6.0,-60.0,-30140,56,-36,-75,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135974,true,2022-02-09 07:28:00.000,31.3495397,-24.5161823,0.0,"14",,,3426,3417,2.3,2177403066,0.34,2022-02-09 07:06:42.000,"A",32,3,1277,1.6,9,5.78,108.13,488.6,,false,-43.0,49.0,-65.0,-27041,81,-38,-113,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135979,true,2022-02-09 07:28:01.000,31.3495813,-24.5161785,0.0,"14",,,3426,3417,2.3,1227087541,0.31,2022-02-09 07:06:42.000,"A",32,3,1278,1.6,9,3.23,99.61,488.2,,false,-112.0,56.0,-64.0,-30489,82,23,-38,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135984,true,2022-02-09 07:28:02.000,31.349586,-24.516164,0.0,"14",,,3426,3416,2.3,1437584354,0.29,2022-02-09 07:06:42.000,"A",32,3,1279,1.6,9,2.56,57.67,488.3,,false,-15.0,107.0,-33.0,-23508,-6,-21,87,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135988,true,2022-02-09 07:28:03.000,31.3495968,-24.5161433,0.0,"14",,,3426,3416,2.3,3460478707,0.22,2022-02-09 07:06:42.000,"A",32,3,1280,1.6,9,3.43,52.43,488.8,,false,-9.0,-13.0,-47.0,-32109,34,-95,19,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135991,true,2022-02-09 07:28:04.000,31.3496161,-24.5161139,0.0,"14",,,3426,3416,2.3,886176154,0.24,2022-02-09 07:06:42.000,"A",32,3,1281,1.6,9,4.2,32.11,489.3,,false,-27.0,39.0,-53.0,-31640,65,-52,105,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
21239135996,true,2022-02-09 07:28:05.000,31.3496123,-24.5160779,0.0,"14",,,3426,3416,2.3,2538242428,0.39,2022-02-09 07:06:42.000,"A",32,3,1282,1.6,9,4.33,14.42,490.6,,false,42.0,82.0,18.0,-26728,26,-98,109,"gps","Canis lupus","9458","Duchess","Kruger Hounds"
